run,indices,signs,weights,results
197,"[5238, 8081, 7842, 3318, 946, 7518, 9996, 9254, 5775, 9484]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9665471441558611, 0.8987982010844688, 0.8067199284974398, 0.6955769981780682, 0.5821146055304987, 0.482523284685652, 0.39771199639185084, 0.3246800855814416, 0.27496863775809016, 0.23877210798604323]"
198,"[8387, 6386, 6887, 328, 8677, 9066, 2008, 4976, 3351, 185]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9641274812962267, 0.8962522641322989, 0.8039428743252306, 0.69563196942897, 0.5742071346297625, 0.4617323508648821, 0.37534460191433244, 0.30147010910465777, 0.2447946262924335, 0.21924264024270448]"
199,"[9469, 6447, 8244, 6783, 7179, 3676, 3498, 2690, 5122, 9464]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9642268542974206, 0.8961663276389662, 0.803976601390071, 0.6978539794626162, 0.5915578966541242, 0.48662475867387156, 0.40360501957112527, 0.33073952733698553, 0.2731380430672958, 0.2542374507423446]"
200,"[4513, 1844, 9070, 9956, 870, 9210, 8154, 5355, 462, 3117]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9647990928143485, 0.8969850900197048, 0.8109928961327758, 0.7033748719516583, 0.5894794710751983, 0.4910141647492037, 0.39779134802808636, 0.3328635402762355, 0.28230703190868284, 0.24744247590752055]"
201,"[3641, 9508, 2840, 2000, 4435, 4108, 659, 8101, 4135, 7609]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, -0.8684241500497196, -0.8532442667852227, -0.8383297248932695]","[1, 0.964577977697015, 0.8986567112880833, 0.8052939264542076, 0.6951671133596115, 0.5889419882291971, 0.48237689997591815, 0.38973441079568394, -0.31622247050614505, -0.2634003082369551, -0.24082500727959086]"
202,"[8461, 266, 2937, 5772, 8583, 2558, 2696, 3964, 11, 7854]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9650246560283986, 0.8997915695972828, 0.8061992326566884, 0.7059012650378264, 0.6022110960953992, 0.4962131361404299, 0.3931743129131139, 0.32810715435161253, 0.2955966617100331, 0.2700129986792689]"
203,"[4350, 3690, 6921, 2554, 7324, 8757, 1306, 3286, 9781, 8739]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.963337930923437, 0.8918032354184651, 0.8031525897208186, 0.6933564757417642, 0.5763130343823865, 0.46268780935118975, 0.35924146293566034, 0.2872573232329083, 0.25687274722222786, 0.2369947889283938]"
204,"[4084, 3069, 745, 4149, 4049, 6956, 3029, 8996, 8111, 7329]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9625463467925243, 0.8983064075644448, 0.8046259137822106, 0.7016977130498364, 0.6057439951830846, 0.49674010613049074, 0.40054843879383506, 0.3195683553729169, 0.266193441169178, 0.2231793926764259]"
205,"[7771, 1585, 3553, 2854, 4790, 2802, 6286, 750, 4123, 3005]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9619850756534943, 0.8926582264144504, 0.8040780484580685, 0.6925440541548408, 0.5782254325222653, 0.4808410331980081, 0.39609342096721173, 0.3242548629229357, 0.27665031770156073, 0.2588695356020742]"
206,"[3032, 3631, 5585, 8515, 7320, 6526, 5412, 9598, 7297, 4064]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9657538538690433, 0.896519320661827, 0.8056243308298893, 0.6958900990246526, 0.5808409185572011, 0.4747885423624408, 0.3819609661262372, 0.31683963228212747, 0.28000794573044574, 0.26863475186665337]"
207,"[2034, 5595, 4492, 5772, 8994, 7725, 7618, 8063, 639, 8054]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9649935404880436, 0.8948978747020657, 0.8050100474737555, 0.7046265684502209, 0.5887638644623653, 0.4761910762418378, 0.3900808409493129, 0.3193100079467595, 0.2722325793797124, 0.2471383748254461]"
208,"[806, 5458, 5639, 6935, 6603, 9035, 215, 1703, 387, 1465]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9641980005280476, 0.895448332825483, 0.8022564521393452, 0.6991869536257742, 0.5912707007216349, 0.48543860725962606, 0.3905702517957805, 0.31338528596913207, 0.2764556413814035, 0.25497150232686666]"
209,"[2836, 2924, 9071, 5315, 9235, 7714, 4693, 8145, 2758, 2354]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9641486117542333, 0.8916315195631105, 0.8009221111614718, 0.6925328753735123, 0.5883290462863495, 0.49153201641941496, 0.3989010407470017, 0.33399192889176604, 0.2735056642539706, 0.25127960830676044]"
210,"[4059, 648, 1129, 4972, 4929, 6413, 8326, 557, 6599, 4103]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9637865223227132, 0.8944640475997768, 0.8055957996202727, 0.7026146045999594, 0.5896631692098864, 0.4842962624093863, 0.39266205166764306, 0.32271878570428925, 0.2796276941834794, 0.25266370732022764]"
211,"[7712, 1405, 4936, 7654, 9969, 8179, 8553, 921, 6979, 332]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9650202722453349, 0.8972908993740195, 0.8079822049011456, 0.6997711029045637, 0.589567775246981, 0.48044803571410055, 0.3799199666774738, 0.3069304843662136, 0.251583147919571, 0.22997545322191162]"
212,"[3720, 816, 4847, 367, 3976, 7986, 9322, 7081, 1427, 6737]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9634194561898043, 0.8960298792232978, 0.8029242026581567, 0.6994017134083292, 0.5934209957032448, 0.4898853298934531, 0.40431033686500184, 0.3335718576037602, 0.2935270777372749, 0.2742359043885563]"
213,"[3276, 3462, 2643, 4169, 5720, 1846, 4139, 3321, 6917, 3566]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9636927909288098, 0.8936434764452631, 0.8018437124661543, 0.6996557190276408, 0.594479620601051, 0.4932165164306493, 0.400810564789102, 0.33716597793821684, 0.2989194800728388, 0.2712305490818355]"
214,"[239, 3255, 81, 7032, 7472, 2208, 3636, 6997, 6142, 7007]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.964997854371296, 0.8978064084696605, 0.806177897205927, 0.6997493846185305, 0.5935035470862876, 0.48411320463760604, 0.38601445470505497, 0.31387481020961905, 0.2723908805645954, 0.2596317625637787]"
215,"[464, 7372, 473, 1239, 7581, 6035, 6147, 8875, 7325, 4635]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9633867824231447, 0.8972824632459899, 0.8084165275390066, 0.7021787603478413, 0.5934237003231267, 0.48874198659885193, 0.39133708269308004, 0.3181464942039813, 0.2651410582667185, 0.2414593665319807]"
216,"[604, 9553, 1580, 9221, 7453, 2288, 2677, 4771, 9811, 4398]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9634917878951009, 0.8927468684699201, 0.7999722411342989, 0.6905124863547438, 0.5754675280314273, 0.4712182432166011, 0.38772480778514995, 0.31091049472159166, 0.26207714266008936, 0.24605562286781932]"
217,"[2348, 6890, 1050, 3329, 7665, 9482, 4481, 4607, 980, 241]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9626310240238113, 0.892481981327785, 0.8008330802926533, 0.6919278678198982, 0.5780363669159172, 0.47702769034662307, 0.3906953970424516, 0.3269030564551651, 0.28050340720490413, 0.2522329649669403]"
218,"[5152, 8332, 9940, 3056, 8608, 8767, 6406, 1125, 6015, 310]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9653680915378684, 0.8990802419635596, 0.8145286950404049, 0.7012682763818644, 0.5911310704589713, 0.4803149009018295, 0.3837436340448383, 0.3185044653792086, 0.26552634441724443, 0.23405400308251256]"
219,"[8605, 599, 9792, 5953, 4701, 388, 297, 174, 7256, 1466]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.964267694274114, 0.8967766787105956, 0.8033126953716555, 0.6963847187225021, 0.5865924353141577, 0.47895284311888126, 0.3784525838560364, 0.31842513543314327, 0.27632526413654446, 0.25191845025978993]"
220,"[2470, 6314, 4007, 3998, 7479, 1633, 5846, 4382, 5954, 4037]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9630117367460311, 0.8945856198702014, 0.8063259798043149, 0.7006919388114957, 0.5937172694580467, 0.49369732838145686, 0.39416043934410844, 0.330671731765655, 0.2836500034575104, 0.252858560847659]"
221,"[998, 39, 7961, 8911, 9194, 618, 674, 958, 1633, 5826]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9629647667720629, 0.8926590241421045, 0.8033149660420451, 0.7008433029104829, 0.5944861089844611, 0.4890613567160137, 0.40814887929782634, 0.3332917927345524, 0.2905957959909875, 0.2709298695490632]"
222,"[410, 940, 1906, 428, 2032, 8642, 119, 2636, 5295, 6546]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9625165769474442, 0.8959043062381143, 0.8005484920902773, 0.6904569531222353, 0.5819920378353639, 0.47642850411467824, 0.37332298060273134, 0.2904450220254767, 0.2503402765351216, 0.21824316354489962]"
223,"[2106, 6688, 9672, 5902, 836, 4394, 604, 8144, 1341, 1684]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.966120607273338, 0.8971895590832033, 0.8005933330405559, 0.6923016171682622, 0.5798982095181316, 0.47579071086912106, 0.3904923455185301, 0.30335519995683047, 0.2544368983635691, 0.22255114739094314]"
224,"[680, 1355, 1884, 7603, 6373, 5891, 9000, 120, 5824, 6543]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, -0.8684241500497196, -0.8532442667852227, -0.8383297248932695]","[1, 0.9652981019913573, 0.8999175099560365, 0.80353758830369, 0.6922739262567016, 0.5739717115251979, 0.4758528724289032, 0.3929578446522078, -0.3423144853855769, -0.29215254201857144, -0.25609265030939304]"
225,"[9315, 837, 204, 4137, 5094, 3963, 6033, 2390, 1773, 6010]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9606107486253195, 0.8890901927821157, 0.790314362944469, 0.683180037513421, 0.5660095151984706, 0.46600407936471394, 0.3740446725119253, 0.3069933536474336, 0.25182585331446194, 0.21945419369445518]"
226,"[5349, 2686, 7849, 7972, 4458, 9232, 7614, 2583, 8823, 2098]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.963343757790569, 0.8906487005747231, 0.7954895852559998, 0.6874810803426857, 0.5803184227537922, 0.47432172918431625, 0.3890241745453265, 0.3133314344720011, 0.2658869975138386, 0.2473704089398727]"
227,"[2237, 3847, 4921, 4112, 1445, 9075, 9488, 3060, 9150, 3537]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9628632075468425, 0.8895123624044594, 0.7959630638568187, 0.6911749968811625, 0.5737853159944951, 0.4790513323458097, 0.3801815873887881, 0.3098779132409527, 0.2584210420208688, 0.2442279549121702]"
228,"[3164, 1305, 8028, 351, 466, 575, 3027, 3361, 6529, 7887]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9646311593340646, 0.9018294877436086, 0.812559992853681, 0.7069100776883606, 0.5900864507584224, 0.4882193165247616, 0.3994480553827288, 0.32096746873738474, 0.26433358068545154, 0.24307168274279278]"
229,"[7715, 7464, 3110, 595, 9050, 1209, 2574, 7489, 1372, 7074]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, -0.9318927781937794, -0.9156034757979407, -0.8995989072027624, -0.8838740953174353, -0.8684241500497196, -0.8532442667852227, -0.8383297248932695]","[1, 0.9634004736957984, 0.8920119480104467, 0.7901430077097211, -0.6828295793152429, -0.5661409307686511, -0.4543861445498009, -0.3524746802433412, -0.28336564890769955, -0.22511749210476173, -0.20811473291193266]"
230,"[4840, 4339, 2856, 1787, 7049, 9352, 6335, 4805, 1855, 9839]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, -0.9156034757979407, -0.8995989072027624, -0.8838740953174353, -0.8684241500497196, -0.8532442667852227, -0.8383297248932695]","[1, 0.9621699078256312, 0.8912004545258033, 0.796245907444187, 0.6883874108019373, -0.5768247669285949, -0.4855301895157654, -0.3908573575062778, -0.32143653414334356, -0.2613888356371781, -0.2525458094873364]"
231,"[442, 8800, 9072, 7102, 1472, 6913, 8071, 8649, 7278, 445]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, -0.8995989072027624, -0.8838740953174353, -0.8684241500497196, -0.8532442667852227, -0.8383297248932695]","[1, 0.9642535154118436, 0.8975569973931775, 0.804927672180734, 0.699136258937367, 0.5878986784365681, -0.4835178936118916, -0.3977602172931571, -0.3387781808354508, -0.2976724990429698, -0.2750439007223637]"
232,"[1589, 302, 3761, 720, 1163, 7851, 8668, 423, 3192, 2382]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9633692634555548, 0.8951415743986612, 0.8100424408494914, 0.7034719011308773, 0.5972795871393177, 0.4862093480432295, 0.39700493333468206, 0.3270270847196554, 0.27935669377089734, 0.2502415089985524]"
233,"[4149, 8233, 598, 4424, 5314, 3938, 7034, 5021, 7016, 7414]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9661035474041125, 0.8998632599753761, 0.8094208137531426, 0.699121902046407, 0.5999858843108896, 0.5005525110623226, 0.42360834199269287, 0.3543742444409372, 0.31368451542474557, 0.2893834620549508]"
234,"[2045, 9259, 1795, 8158, 2659, 7322, 715, 3935, 9338, 4740]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9614832453754308, 0.8903821788923961, 0.7963988400482457, 0.6856380555603506, 0.574904255843423, 0.46715849335374243, 0.3757147402712019, 0.3020818822336362, 0.25765615301201855, 0.25047960326410595]"
235,"[2948, 4056, 6714, 4482, 6502, 9101, 8047, 6085, 652, 9974]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9661519110459492, 0.9039173175020503, 0.8171371578847556, 0.7184640465839638, 0.6101115449340906, 0.5082414799126846, 0.4149504764159688, 0.3369162680959543, 0.2789669658167217, 0.2591166726494074]"
236,"[2032, 7939, 7806, 3499, 9979, 827, 3315, 4793, 5196, 401]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9649867997451287, 0.896462895393865, 0.8056655518242684, 0.6991457442136327, 0.589700676787033, 0.4819408802435393, 0.3837663961346628, 0.3171643147463648, 0.25221128635542023, 0.22579439841175408]"
237,"[9726, 6859, 4231, 5945, 8656, 5572, 9011, 1732, 3531, 7605]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9649942397282917, 0.8995539020374412, 0.8089400887710421, 0.7028919712148881, 0.5925597339490812, 0.49092953986665566, 0.39620977886268594, 0.3301228691930038, 0.273375925026463, 0.24886226822742677]"
238,"[8003, 4877, 8160, 5988, 5161, 1452, 5048, 6479, 5497, 4701]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9638813111317363, 0.8945108577483274, 0.7993593565153447, 0.6864821688701722, 0.5722536943363195, 0.4670112307363557, 0.3784217146940895, 0.3155595527706156, 0.26293989456490435, 0.23310524756321765]"
239,"[6401, 4864, 2139, 7313, 3514, 66, 1430, 7074, 1944, 9701]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9627256866514268, 0.8927985300376675, 0.8029787940498976, 0.6990287887612157, 0.5963234111806308, 0.4901937011701643, 0.40279626591353485, 0.337756276328438, 0.28339770593733965, 0.25401604554359347]"
240,"[2375, 1360, 8305, 3291, 5350, 3755, 9187, 3890, 4777, 54]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9639612119503521, 0.8930173630104535, 0.7962869724561964, 0.6878893883235268, 0.5725062429012016, 0.4587185412890919, 0.36361773066045144, 0.2932249191501681, 0.24884182254488443, 0.22737542023699442]"
241,"[64, 2214, 8776, 6708, 4633, 1652, 5626, 8132, 5587, 5859]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9669499301340636, 0.9038109796782171, 0.8158638192558366, 0.7125185850941097, 0.5986372455332793, 0.4960827422150245, 0.4101704181886154, 0.33166801673999274, 0.26903405302339856, 0.23499591219690025]"
242,"[5440, 607, 8332, 9106, 4705, 9194, 4148, 6185, 9088, 9776]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9629283457882933, 0.8942506025615709, 0.8026490236467626, 0.6951691742692182, 0.5850029865286888, 0.4814381459574934, 0.3908211236173596, 0.33572005187055126, 0.2787593021261913, 0.2642031722463172]"
243,"[7705, 4166, 6805, 1442, 1473, 3276, 9986, 9660, 724, 3459]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9669291463289535, 0.8998575053052257, 0.8096441459875233, 0.7041512476359334, 0.5882298427436039, 0.4745651678403963, 0.3800255617410577, 0.3198842852767079, 0.27820076278645217, 0.2534699184760612]"
244,"[4628, 4114, 2187, 334, 6845, 3430, 4629, 5768, 2686, 4045]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9645917764659153, 0.8934916103209692, 0.7984740061468693, 0.6903567720903455, 0.5844480664443193, 0.4822852203007053, 0.39120235642453877, 0.31666426288928, 0.2578089204651886, 0.22055463484517407]"
245,"[1556, 7240, 8028, 3520, 5504, 3600, 4516, 1224, 7974, 1750]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9629299317255614, 0.8944365745618993, 0.8015976242503429, 0.6934059029468134, 0.574982375972412, 0.47000826030999177, 0.3750278896465695, 0.3074729943483034, 0.2725037740844928, 0.24489080677318506]"
