run,indices,signs,weights,results
11,"[339, 710, 987, 700, 173, 54, 787, 518, 484, 398]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0430913273157463, 1.0700732321099966, 1.0364443937892167, 0.9309536448679409, 0.8266578525518468, 0.6533184481934339, 0.548900651126197, 0.5173555804554107, 0.5925155555804502, 0.7444701317785732]"
12,"[980, 301, 150, 755, 373, 454, 542, 134, 471, 550]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.035264102226102, 0.9912778496407249, 0.933441353078957, 0.8327093650172354, 0.6417291820691393, 0.49650465022641127, 0.41518346405377315, 0.41621248766516394, 0.5098061919305267, 0.6955603081873882]"
13,"[567, 311, 530, 745, 662, 157, 978, 445, 692, 704]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0403770436984106, 1.0493398229089703, 1.0256355536711987, 0.9481819391811543, 0.8214608876998075, 0.7124996963133728, 0.6176841344496249, 0.5466721727667857, 0.5542921443530671, 0.5585718198694697]"
14,"[982, 162, 1, 452, 511, 64, 6, 31, 158, 853]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0548557866284614, 1.0811034042171632, 1.0714397960744741, 1.0564854517906852, 0.9747227683668682, 0.8608548998514739, 0.702491703499862, 0.6290573440196149, 0.606486430891449, 0.6609834068561314]"
15,"[756, 431, 874, 255, 496, 896, 673, 696, 576, 855]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0370565624200545, 1.0532461554628127, 1.0158056222992182, 0.9071329797860426, 0.7980239115229855, 0.6690213064518987, 0.5894607008157658, 0.5799138429356423, 0.6500564570596801, 0.7600748606902329]"
16,"[34, 607, 373, 643, 718, 190, 547, 981, 138, 903]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0410375304368136, 1.0401998087238202, 0.9362554953383297, 0.8543706351990371, 0.7423627775942155, 0.596756404211888, 0.5160792747314824, 0.5137582933150593, 0.6066186747168055, 0.7459207954995389]"
17,"[862, 235, 273, 17, 417, 852, 480, 272, 647, 50]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, -1.4563745884595993, -1.550548212385511, -1.6508113901347432, -1.7575578908352232, -1.8712069459279805]","[1, 1.0385979161158994, 1.0679081749201784, 1.0100292706731266, 0.9271828200495008, 0.7892219979789779, -0.6299655729994557, -0.4857399835174643, -0.4350826244948513, -0.45169512735031647, -0.4948199581376386]"
18,"[670, 14, 355, 238, 978, 226, 479, 499, 148, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0323991809689128, 1.0288416485346659, 0.9695012801771554, 0.9054528806403888, 0.7846343864983156, 0.6524000738505371, 0.5691814058985016, 0.5520018760925931, 0.5691954394630103, 0.6326670144222228]"
19,"[924, 223, 128, 267, 802, 944, 320, 906, 942, 966]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0391846040621644, 1.0377277025161653, 0.9585640592958876, 0.8886791993033121, 0.755701173563644, 0.6841844190988223, 0.6277054003938445, 0.6526823888512524, 0.7471754414934288, 0.8507302008783889]"
20,"[195, 997, 639, 329, 749, 81, 509, 104, 958, 464]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0501719036614776, 1.0231569194035655, 0.9764267476243176, 0.8953111620754188, 0.7621588523915519, 0.6157891571346868, 0.5052711957374335, 0.4709079374981856, 0.5488249818704044, 0.6497189319395538]"
21,"[634, 776, 989, 170, 328, 956, 751, 611, 761, 140]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0415851723249068, 1.01243444016561, 0.9398189288498245, 0.8762306908875228, 0.7251858869366599, 0.6076354340763556, 0.5040802563497558, 0.46967037273400153, 0.5232245824226447, 0.646555996492384]"
22,"[422, 659, 583, 334, 560, 672, 566, 217, 169, 577]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, -1.7575578908352232, -1.8712069459279805]","[1, 1.0452049894719022, 1.0464819784379509, 1.0400127719548786, 0.9939430217646507, 0.9088963213420828, 0.7605485335208914, 0.6734233649885484, 0.5826862205742985, -0.5678399852932637, -0.6535976450992703]"
23,"[378, 59, 821, 421, 31, 114, 829, 166, 729, 115]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0506046330009926, 1.0855085385402001, 1.076151498355236, 0.9997770301864021, 0.8888120593228882, 0.7547891320025639, 0.652578453000941, 0.576187436750915, 0.5847378447764044, 0.5879574101201838]"
24,"[779, 347, 793, 543, 549, 292, 424, 693, 658, 19]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0263566078139867, 1.0051127300018516, 0.9432367365925461, 0.8160907075289308, 0.6611127250627046, 0.5462705687031666, 0.45871959519046374, 0.429499892641645, 0.4437789492920421, 0.5561554893875231]"
25,"[699, 954, 340, 824, 660, 744, 292, 273, 676, 462]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0412690520473722, 1.0212323378816675, 0.9487342140259534, 0.7681843098550253, 0.6671062116159955, 0.5064662897273621, 0.4150936454128131, 0.3509040033563696, 0.38887519491628203, 0.5041448433910654]"
26,"[894, 919, 50, 163, 743, 76, 408, 559, 352, 568]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0369861161464888, 1.0202974241425842, 0.9708319025591826, 0.8929220330384765, 0.811692049852605, 0.6743314058434235, 0.6150316733247548, 0.5755829135929152, 0.5962838833597597, 0.6420060608746531]"
27,"[964, 58, 503, 703, 405, 789, 157, 282, 795, 258]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, -1.4563745884595993, -1.550548212385511, -1.6508113901347432, -1.7575578908352232, -1.8712069459279805]","[1, 1.0504623800539206, 1.0823277242658613, 1.0568836650742766, 0.9706818589967977, 0.8460250193043833, -0.787091593916208, -0.7877083169817753, -0.751823429901951, -0.6563477677819479, -0.6249454812616381]"
28,"[229, 31, 4, 183, 196, 11, 622, 662, 445, 922]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0466808105002539, 1.0562461691719836, 1.0058250316522912, 0.8878858855968849, 0.770339558075668, 0.6125511746955051, 0.5294348801608183, 0.47606510270540203, 0.48496023302122604, 0.5557119162481514]"
29,"[587, 472, 810, 977, 821, 144, 483, 915, 468, 616]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.049405118845797, 1.047678361934765, 0.9856702091768406, 0.8801113205125317, 0.7933640750440905, 0.7279711465188562, 0.6899172892570303, 0.6755811231368253, 0.7249267708999009, 0.7943280459867652]"
30,"[288, 305, 13, 295, 933, 75, 85, 421, 832, 883]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, -1.8712069459279805]","[1, 1.0510286063594865, 1.0285175460471239, 0.9750260718836606, 0.8913451495471542, 0.7704192486749789, 0.6352947536487032, 0.5472384550553062, 0.5256621141512772, 0.5685470106338394, -0.6195868715308737]"
31,"[515, 719, 768, 23, 723, 481, 768, 548, 498, 270]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0535687494147843, 1.0520589456049623, 1.0255465310465772, 0.9897301784166005, 0.8476174494525593, 0.716888593593127, 0.6269473650677884, 0.5569917349174343, 0.6234534055062234, 0.7103562227337135]"
32,"[233, 334, 293, 947, 228, 69, 758, 182, 219, 334]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0433363062770424, 1.0664749579035364, 1.0068067609428297, 0.9082831832799111, 0.766655231209864, 0.627738215433229, 0.5035853494677952, 0.4894281663887964, 0.5820996983514253, 0.6597581389378248]"
33,"[4, 141, 15, 113, 671, 68, 707, 222, 369, 815]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0417444038375145, 1.0253012411716487, 0.9831032320407685, 0.9049279001438333, 0.8059068509728594, 0.6996483590616508, 0.5535223448011862, 0.5392082440870107, 0.5381505273919851, 0.6550126238587752]"
34,"[41, 573, 802, 740, 723, 304, 420, 912, 598, 344]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0343017376133972, 1.046351494828859, 0.9853410767813562, 0.894536414735451, 0.7560659534874606, 0.6404030001543788, 0.5613412658752587, 0.5789756105747667, 0.6595751071819826, 0.7766301773013512]"
35,"[830, 692, 267, 641, 710, 655, 857, 686, 404, 993]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.041413088145407, 1.0408530205466238, 1.010295742009077, 0.9006576196609127, 0.8670752724819656, 0.7826437787860909, 0.6946997315482711, 0.6216897255257376, 0.6223355791310885, 0.6883090429268206]"
36,"[66, 914, 827, 534, 95, 642, 685, 18, 361, 575]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, -1.2848390522297903, -1.3679206650708882, -1.4563745884595993, -1.550548212385511, -1.6508113901347432, -1.7575578908352232, -1.8712069459279805]","[1, 1.0352792975786618, 1.038397353645331, 0.9652833456909656, -0.8772256719161443, -0.7810190818634072, -0.5995694744505777, -0.5568396355329868, -0.5664351438567526, -0.6300599135618754, -0.766939859388181]"
37,"[615, 280, 994, 555, 589, 49, 978, 987, 596, 494]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0473613262713317, 1.0517097727708322, 1.0111883968934914, 0.9501978726196793, 0.8544089396781592, 0.7433693045804336, 0.6678330175515765, 0.6466637785311041, 0.6825660174492347, 0.737435362032049]"
38,"[19, 957, 877, 98, 98, 692, 55, 693, 709, 486]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0406587934815412, 1.0222740125604588, 0.9634970273136335, 0.89547465314137, 0.7915185604866067, 0.6841577798271928, 0.5883521475257715, 0.5473344747890209, 0.5807725869405828, 0.6870903434657153]"
39,"[155, 251, 980, 89, 652, 263, 81, 814, 178, 633]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0406061673093812, 1.018706255084597, 0.9374773787616656, 0.8397970055257566, 0.6992325582331422, 0.5688072152037822, 0.48000828675671836, 0.4882805861538904, 0.5418782238206553, 0.6363700628554052]"
40,"[102, 486, 713, 667, 42, 599, 370, 194, 165, 645]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.039345394719818, 1.030326998698286, 0.9756616837680797, 0.9140485801784967, 0.7236740798711064, 0.5753545040677616, 0.5176295206266897, 0.47601798221465935, 0.5324696314079195, 0.623351212695286]"
41,"[187, 494, 535, 71, 563, 511, 178, 891, 314, 49]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0425160728709473, 1.0411376942161341, 0.9911929133961991, 0.8609340600456279, 0.7109073225291265, 0.5779831502336751, 0.47033799095788625, 0.453370009380526, 0.5284707028873004, 0.6174408600396648]"
42,"[778, 733, 55, 162, 80, 237, 465, 312, 401, 57]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0491252266589097, 1.0636251139110127, 1.034540870131203, 0.9755615519684226, 0.8912544601357303, 0.8031078876532121, 0.6955984380868976, 0.6570590259767346, 0.6568674627453909, 0.6933399795169237]"
43,"[10, 977, 405, 903, 31, 87, 360, 626, 44, 314]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0376303782662206, 1.0312294275318774, 1.0001462897688822, 0.9145605310481727, 0.8088800122001423, 0.7056621964209693, 0.6507463914731868, 0.6156453028179844, 0.6678974159248986, 0.8052558623238373]"
44,"[560, 286, 271, 252, 8, 128, 863, 200, 556, 384]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0444478500215701, 1.050276103868578, 1.0065358769355892, 0.8992240169428328, 0.7575055792931183, 0.5859260278274929, 0.4828392359403465, 0.4849615969169846, 0.5305823107326665, 0.6546124009298132]"
45,"[694, 549, 699, 604, 466, 862, 483, 549, 448, 313]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, -1.2848390522297903, -1.3679206650708882, -1.4563745884595993, -1.550548212385511, -1.6508113901347432, -1.7575578908352232, -1.8712069459279805]","[1, 1.0469876464289907, 1.0455095034171704, 0.9930917368448884, -0.8549734782281259, -0.6829227256988315, -0.5293662351894024, -0.4918459523780349, -0.4910403797682076, -0.5737532509412056, -0.7158269304141455]"
46,"[520, 295, 829, 744, 233, 293, 9, 472, 211, 145]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0363639848164343, 1.0393007099964626, 1.013922521264932, 0.9078947817638002, 0.7753644501922601, 0.6236194298068114, 0.5591375859355265, 0.5142446679074955, 0.5527124089609535, 0.6165657696810136]"
47,"[476, 280, 239, 867, 613, 499, 637, 772, 288, 130]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0252965577888526, 1.0099613225495974, 0.9548686814565974, 0.8283335357641681, 0.6836502685711879, 0.5716628789292842, 0.529174846206083, 0.5009421752586104, 0.5496613258072808, 0.6520786979569347]"
48,"[443, 239, 613, 566, 539, 895, 843, 417, 828, 472]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0523382986432028, 1.0681172239957357, 1.0192915793176625, 0.9598462001171408, 0.8363363150795792, 0.6500090438912947, 0.5813260812155927, 0.5379018126326672, 0.5915320527698444, 0.6903078402023015]"
49,"[971, 174, 752, 345, 577, 53, 625, 401, 460, 952]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.048393128043098, 1.0283848650992655, 0.982615382981622, 0.8792591494275471, 0.7994902142266287, 0.6914460767497659, 0.6206158313021798, 0.5997474780043077, 0.6724114844633099, 0.7827855610919843]"
50,"[905, 637, 90, 648, 358, 486, 623, 743, 896, 256]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0437178335151005, 1.0733985019893761, 1.0405912519096225, 0.9249970931196603, 0.7992810469469117, 0.648337271724678, 0.511412964136611, 0.5287337859375063, 0.5739882211814937, 0.6555332190777452]"
51,"[985, 839, 136, 206, 89, 972, 873, 859, 271, 518]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0646630507509203, 1.1335074116342554, 1.2068034589193053, 1.2848390522297903, 1.3679206650708882, 1.4563745884595993, 1.550548212385511, 1.6508113901347432, 1.7575578908352232, 1.8712069459279805]","[1, 1.0396202888784964, 1.0284271089323718, 0.9896547235967671, 0.9067736659917521, 0.8041063994623714, 0.7096518982991473, 0.6259465244136279, 0.6073525842063802, 0.6499318304052736, 0.7475817761402682]"
