run,indices,signs,weights,results
11,"[256, 204, 96, 20, 503, 725, 65, 818, 432, 696]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0279710525657422, 1.0457942058905172, 1.0529053025021073, 1.0584785434189876, 1.0662889930692714, 1.048064889997671, 1.0437134602106297, 1.0341136290669155, 0.9958399158270848, 0.9705075193735215]"
12,"[955, 752, 317, 377, 532, 43, 380, 947, 50, 653]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0330050853720307, 1.061419202540255, 1.0869256505718576, 1.1045259343270506, 1.1138302521145078, 1.1206983855317754, 1.1032940107679141, 1.10531598366206, 1.0567228052033526, 1.0182659636000453]"
13,"[142, 931, 971, 186, 108, 710, 7, 543, 986, 124]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1.0363646092575083, -1.0740516033214678, -1.1131090701986535, -1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, -1.0295186903419442, -1.0560103056556267, -1.0735049276960713, -1.0741422816053807, -1.0915443829112605, -1.1040918111266877, -1.063400464875461, -1.0726499859794996, -1.0458926363685201, -1.0057815588587777]"
14,"[522, 702, 338, 461, 137, 250, 826, 997, 617, 731]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0342942196096903, 1.0575255624396294, 1.0846250605149517, 1.08498568325932, 1.0819361570293973, 1.0803301543127197, 1.0791897091172264, 1.041737029817031, 1.0243861516276416, 1.033572593650835]"
15,"[492, 667, 676, 169, 635, 609, 479, 263, 478, 754]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0349130259393888, 1.0682081873782117, 1.0915457280591265, 1.108283437880526, 1.119926923696784, 1.128287241426535, 1.098430371990047, 1.0788877002267034, 1.0580690140599884, 1.0375945907539472]"
16,"[299, 695, 598, 168, 549, 455, 885, 165, 414, 644]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, -1.0740516033214678, -1.1131090701986535, -1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0321544492756638, -1.0469432227898643, -1.0694518818084344, -1.0829432341385077, -1.0892796737884456, -1.0845505264838644, -1.0720666321303216, -1.0642433316134094, -1.0682220573628194, -1.0620975974692517]"
17,"[743, 776, 978, 25, 166, 48, 650, 861, 249, 369]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0333661186058183, 1.0644413135990685, 1.0923476724303582, 1.0976066781043199, 1.097770640866933, 1.1089806525321655, 1.121534524611858, 1.128406289283836, 1.1183015064754527, 1.1202049686988413]"
18,"[300, 226, 41, 470, 778, 664, 505, 613, 268, 65]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0306818210819715, 1.0592022576749844, 1.0845387842835217, 1.0871903889228276, 1.091213671709297, 1.0951863225642804, 1.100560207503187, 1.0685119590461785, 1.0191042798561691, 0.998501922680036]"
19,"[284, 801, 897, 481, 171, 460, 718, 535, 277, 259]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0344440334042468, 1.0628797622579476, 1.0847987242089985, 1.101388393156832, 1.1113578629937406, 1.126900707269881, 1.1376177392201403, 1.1408165541233564, 1.118096965337007, 1.079763211674562]"
20,"[504, 314, 784, 231, 686, 840, 166, 589, 834, 393]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0271160223621802, 1.046729833645792, 1.055869199068674, 1.0651554576408722, 1.0520795980408388, 1.0371468283908902, 0.9991901454074855, 0.9838382171576433, 0.9723185703231038, 0.9604302870162356]"
21,"[807, 949, 922, 23, 23, 483, 490, 684, 71, 20]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0306686518723363, 1.0594373601124065, 1.0913473317625917, 1.1115299922460062, 1.1242973644966114, 1.1161446068182794, 1.099560520875352, 1.0594047104819602, 1.026360583715346, 0.984578036040556]"
22,"[655, 455, 2, 518, 920, 603, 240, 962, 264, 299]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0331236915339141, 1.0618801275671665, 1.0797102873974, 1.1001952596431634, 1.087211490110487, 1.0740273434448282, 1.049605426937769, 1.0319225223300428, 1.0313983171711374, 0.9916100704936986]"
23,"[778, 482, 138, 670, 185, 26, 219, 732, 275, 990]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0330477085102285, 1.0618925670181012, 1.086200800209654, 1.1000030184013379, 1.1076190574720028, 1.0947927296922477, 1.0828580504566345, 1.0562831437969884, 0.9921346385141862, 0.9596666632290144]"
24,"[739, 351, 925, 614, 567, 325, 333, 935, 650, 423]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0326980955199019, 1.0590139399159124, 1.0739214564250779, 1.0929655697534317, 1.1107603129770076, 1.1098482998791814, 1.08889112688028, 1.073760025005335, 1.0643498910696227, 1.0443933702805916]"
25,"[168, 988, 942, 929, 211, 13, 359, 517, 830, 109]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0344143879120145, 1.0608484353127838, 1.079877044895365, 1.0946869250302491, 1.1130946418865164, 1.109256504460336, 1.0652946299126742, 1.0451371066251167, 1.001025988388448, 0.9449107932016707]"
26,"[216, 495, 722, 246, 123, 995, 51, 609, 129, 569]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0312732475226891, 1.0589204387004894, 1.0887593200493577, 1.1082453442499225, 1.1229021017821625, 1.1375875612977582, 1.134577797179276, 1.126045923441013, 1.0835614584931206, 1.0520761657024489]"
27,"[992, 350, 302, 845, 104, 529, 144, 906, 80, 70]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0296449052888597, 1.054911347619647, 1.077542867183413, 1.097112666798376, 1.1203556606716056, 1.1109778780694546, 1.097528800414469, 1.0513491254320098, 1.0060695618794904, 0.9513004946343397]"
28,"[487, 519, 687, 378, 45, 822, 440, 166, 276, 462]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0336653482912457, 1.0574031027626478, 1.0814748055345635, 1.0747607504956602, 1.0708256126807036, 1.0826135638943317, 1.0720694068345729, 1.0330569067072664, 0.9920870171634067, 0.9472846389744611]"
29,"[829, 940, 626, 52, 886, 145, 782, 107, 687, 17]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, -1.1131090701986535, -1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0314597226281996, 1.0527865806300496, -1.0652706809453165, -1.0705092282874962, -1.058784431152989, -1.0384249745911003, -1.0383040563704158, -1.00674026687683, -0.9939490963145236, -0.9808939075922993]"
30,"[325, 163, 73, 564, 966, 950, 440, 815, 442, 958]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0334442095031908, 1.060091914857237, 1.0847767817122527, 1.0940769563514674, 1.1002024405797783, 1.122190815519025, 1.1135447987479115, 1.1046374788913247, 1.0876015919006568, 1.0619620958188227]"
31,"[927, 176, 998, 310, 439, 297, 9, 515, 592, 321]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.028836404426119, 1.060633722690032, 1.0802567824123877, 1.0904463355259568, 1.0951521021947148, 1.107309445253311, 1.0789927293542751, 1.065344792583204, 1.0620411319331844, 1.0697552021925067]"
32,"[274, 399, 399, 730, 263, 113, 794, 404, 72, 790]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0322277619541176, 1.0620153348175416, 1.0867932298425083, 1.090749107317915, 1.0949173139343102, 1.078026922429199, 1.0741969408547885, 1.044194728844436, 1.0398097415485246, 0.9891600633183109]"
33,"[224, 329, 2, 714, 818, 836, 517, 930, 914, 778]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0331364784225137, 1.0571420685290156, 1.0714143147421409, 1.070563680395309, 1.0844987545896552, 1.0747937619274461, 1.0669376180041061, 1.054462030002944, 0.9972271546736594, 0.9595409667551624]"
34,"[883, 76, 950, 375, 804, 145, 205, 105, 374, 876]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0329937895827288, 1.0687460610562787, 1.1039590362804845, 1.1385468768387559, 1.1583408123504957, 1.1645964808645821, 1.157808713161808, 1.120862100903825, 1.0891766122927453, 1.06848338819932]"
35,"[606, 508, 711, 16, 975, 822, 917, 560, 43, 228]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0337125593943466, 1.0639643945690849, 1.083367521404208, 1.090659901369988, 1.1070942570116267, 1.124101347196715, 1.1432907465543312, 1.1520855157369847, 1.148657459819145, 1.1397115010465422]"
36,"[333, 897, 442, 988, 544, 744, 231, 821, 647, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0318393024399177, 1.0583027368656006, 1.0807029527037086, 1.08879280119646, 1.0966805167562435, 1.101554607195311, 1.0952853508554539, 1.084852797295913, 1.0682636467784659, 0.9878822045527028]"
37,"[227, 440, 378, 346, 681, 127, 951, 946, 979, 147]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0314598286212373, 1.056607814138551, 1.058629334723284, 1.0800120306048, 1.0854702290454776, 1.0670520687505671, 1.0683581758301608, -1.0525515032053008, -1.0233377396953307, -0.9908112907174698]"
38,"[71, 50, 140, 806, 312, 426, 9, 99, 373, 289]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0334716234701002, 1.057982713964036, 1.0793035919026053, 1.092427340447152, 1.0946727641881078, 1.0825662575568988, 1.0546399879731205, 1.032635092070954, 0.9740677233258063, 0.9371630153684696]"
39,"[693, 811, 672, 262, 942, 476, 529, 217, 173, 399]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0354239246247492, 1.0657805753223915, 1.0929864740338127, 1.1189344271065285, 1.1319781218254905, 1.1385357492796628, 1.1184419917868271, 1.1031969538772142, -1.080242944134625, -1.0541398423160804]"
40,"[255, 8, 594, 864, 73, 626, 119, 515, 279, 115]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0345593150357975, 1.0647967976427877, 1.0837839481871423, 1.098855234086939, 1.1121715969931363, -1.1073362477551059, -1.0978041751024437, -1.0838604014320194, -1.0560825757245338, -0.9849230910203594]"
41,"[256, 784, 281, 484, 891, 916, 997, 15, 357, 260]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0279710525657422, 1.0470074697965763, 1.0645237895270778, 1.0648151949553668, 1.0726441193679008, 1.07155492862252, 1.0421080872070803, 1.0528810743386483, 1.0054897105018912, 0.9550617320066944]"
42,"[442, 790, 700, 146, 759, 854, 423, 855, 587, 67]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.033819380038263, 1.0576808577946972, 1.0765525654953967, 1.097721855151508, 1.1131003609980952, 1.0990270832893239, 1.0973951630990058, 1.083283467295116, 1.0717292464846113, 1.0386531579096332]"
43,"[384, 112, 66, 545, 959, 544, 459, 533, 298, 447]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0286713343578187, 1.0442689307227258, 1.051055742070109, 1.0428407285178045, 1.032877246392992, 1.0241218199030817, 0.9845063925666364, 0.9320836570507556, 0.8587974073806425, 0.8132446291627706]"
44,"[184, 15, 428, 658, 808, 60, 399, 579, 20, 331]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0344604051221162, 1.0703744155618768, 1.0975895131743114, 1.1182565571940863, 1.1235932977601926, 1.139115727330215, 1.1421604349255894, 1.133031993750449, 1.112815053449768, 1.071556510872514]"
45,"[991, 135, 165, 952, 138, 876, 220, 434, 442, 482]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0344133104499154, 1.056125014869799, 1.083836880642492, 1.092355310004053, 1.101709442794166, 1.1089605348133653, 1.0850116766553561, 1.0836940834057696, 1.066419372482164, 1.0377888370924573]"
46,"[553, 752, 734, 13, 624, 264, 724, 110, 223, 881]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0312162826494677, 1.0562419058174761, 1.0750261635998701, 1.0839657749593254, 1.06354465236599, 1.072956226590461, 1.0439150031877849, 1.0413710259816797, 0.9959988551022003, 0.9528907232775657]"
47,"[970, 297, 879, 281, 380, 98, 588, 396, 861, 471]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0331693886645676, 1.0647657947087028, 1.084968230512629, 1.1041472290339716, 1.1023497666252535, 1.0987855636112294, 1.076532310934014, 1.0165236623946399, 1.009112677638886, 0.9259846673285462]"
48,"[832, 613, 727, 677, 503, 808, 599, 779, 464, 840]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0322544978695214, 1.055633745879593, 1.068105360551206, 1.0791177010639834, 1.0905631607561401, 1.0766358403729093, -1.0454457927047227, -1.0500398960324742, -1.023767025520601, -0.9710014289422938]"
49,"[362, 133, 73, 255, 356, 971, 328, 397, 354, 909]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0338114926270345, 1.0597619307588801, 1.0856111991315835, 1.1095629314081874, 1.1166703316701134, 1.1146071600703604, 1.0868820576157463, 1.0796151344224603, 1.0583239903662909, 1.0046584170209685]"
50,"[582, 137, 516, 540, 939, 932, 744, 160, 149, 98]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.033873048188733, 1.0592330559546967, 1.0818641596977885, 1.0928466280324172, 1.066500810398947, 1.0631196052652936, 1.0613314245861574, 1.05089709684082, 1.0537479635679354, 1.0106211490499772]"
51,"[715, 497, 7, 794, 443, 565, 577, 3, 335, 45]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.033166550710792, 1.0607789871550743, 1.0706893502471637, 1.084999996400231, 1.0941303609428514, 1.0925545757832291, 1.0865562633310526, 1.0710213476393682, 1.0582372123957167, 1.010441994934514]"
52,"[241, 228, 909, 619, 263, 78, 544, 543, 20, 539]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0324365867454797, 1.0596934513440122, 1.0691013224292107, 1.0936272262350406, 1.0974062740054, 1.0952421745263157, 1.0871013242934124, 1.0902216831646487, 1.0597858663031725, 0.9959988607293301]"
