run,indices,signs,weights,results
53,"[246, 891, 419, 84, 678, 159, 965, 97, 212, 930]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0336480014202365, 1.0634830016252454, 1.091671352531538, 1.1180684071759517, 1.1237042621806013, 1.1261758846716763, 1.1235644452006468, 1.0846667889315216, 1.024743640770241, 1.0019821438447813]"
54,"[213, 222, 464, 261, 679, 658, 303, 347, 679, 674]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.033782441388343, 1.0594009520775975, 1.0819516167191727, 1.0905025334850524, 1.0946271102265115, 1.0887220628048755, 1.0893338592705735, 1.0363526473620954, 1.001054521695267, 0.961844115845803]"
55,"[226, 429, 936, 618, 656, 782, 916, 734, 481, 202]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0340922253158857, 1.062945043879572, 1.0881205395443354, 1.1114494440209914, 1.1144293016901121, 1.1246500823077157, 1.1252403953345542, 1.0999148164814414, 1.0745942772445645, 1.0670379048886718]"
56,"[541, 465, 722, 265, 232, 414, 723, 933, 602, 540]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0290086143633226, 1.0605495127436144, 1.089804791918878, 1.115564979166844, 1.1367006469996772, 1.1551875652801342, 1.1522798771288454, 1.15792393101526, 1.1428409382883928, 1.1136251154273413]"
57,"[496, 415, 575, 877, 155, 809, 342, 680, 446, 175]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0302666847687252, 1.056733887903289, 1.0664984363671066, 1.0796398281636397, 1.1016169185167852, 1.1040168427745038, 1.10246804034225, 1.062453204443695, 1.01730613097018, 0.9858640583388446]"
58,"[812, 299, 371, 48, 777, 241, 129, 185, 991, 217]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0323785789004465, 1.0574743521692371, 1.0778431667700124, 1.1001432874491988, 1.0904008292561183, 1.085591923270311, 1.046905177575851, 1.0256844697049812, 1.0024292772056453, 0.9718345502306922]"
59,"[191, 83, 981, 589, 66, 829, 164, 88, 740, 621]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0320743818045808, 1.0484888499609364, 1.0529317856900706, 1.0730405580210631, 1.065636785586532, 1.0544833976640535, 1.0283121745645472, 1.0125178363238028, 0.9944365362441955, 0.9620846072781698]"
60,"[936, 32, 494, 670, 913, 172, 822, 117, 643, 520]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0338109823217452, 1.0625453968404222, 1.0808238706398086, 1.094974946721871, 1.0991417319724603, -1.0971980585303247, -1.1015835195836319, -1.061925049605972, -1.0451902450362336, -1.0423960221029873]"
61,"[270, 634, 844, 568, 604, 848, 138, 768, 808, 695]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, -1.429307717749016]","[1, 1.0325816775615824, 1.051312786348343, 1.067147356786888, 1.072238599964844, 1.0533635372490595, 1.0102562835711366, 0.9866211741118103, 0.9597386652341764, 0.8990355338034506, -0.8406981508158773]"
62,"[397, 3, 488, 555, 65, 235, 585, 990, 748, 889]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0339514028649075, 1.0660613582026552, 1.0956476984633545, 1.1186030787771502, 1.1373410433763647, 1.131850859538745, 1.131421393060922, 1.1237263156989965, 1.1117609685897363, 1.1082693166921727]"
63,"[491, 534, 457, 585, 93, 411, 936, 594, 531, 201]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.023401893578213, 1.0445144078878865, 1.0552305151789914, 1.0622512806570292, 1.0781242623670024, 1.077467006079295, 1.066780231720671, 1.0378079098364197, 0.9521928957724081, 0.9478548906799051]"
64,"[150, 362, 176, 567, 658, 719, 384, 766, 348, 780]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.029590653025058, 1.0559345298707195, 1.0839234059691925, 1.1094437977107743, 1.1178932239203427, 1.1155623456978072, 1.0835608723831713, 1.0711396194674303, 1.0796801286554873, 1.051599787210053]"
65,"[893, 901, 634, 312, 75, 893, 602, 982, 165, 772]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0295600077003426, 1.0543467185994961, 1.058265511791576, 1.0609589678306068, 1.0677162288105755, 1.0352991317999116, 1.0083839500384122, 0.9801157030461262, 0.960684110260892, 0.9150068820142843]"
66,"[671, 423, 410, 143, 733, 603, 673, 811, 676, 926]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0343997761506778, 1.0657399934293743, 1.094832091366452, 1.1007855538639124, 1.1097752303876345, 1.1048843177672636, 1.09989187443646, 1.073653068640727, 1.033813697133415, 1.0382036451840206]"
67,"[122, 735, 833, 694, 287, 184, 173, 126, 560, 253]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.030091313756831, 1.0475295971678535, 1.0708394967581245, 1.0687430695921896, 1.0425356120856843, 1.0412913462157405, -1.0270022282345963, -1.0113491362320821, -1.0097292134278433, -0.9697979623248535]"
68,"[538, 68, 210, 47, 169, 937, 63, 751, 47, 724]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.03195235213117, 1.061890482220835, 1.0829829407594207, 1.1141163575867505, 1.1279191317434771, 1.146837771784439, 1.1355664716110945, 1.097520136825158, 1.0988743588012193, 1.0479635895483301]"
69,"[527, 132, 200, 836, 723, 668, 780, 476, 979, 399]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.033003680382642, 1.0603349387605856, 1.0887287154590588, 1.1037047634668402, 1.1050069545913848, 1.1155437867028581, 1.1078511655601078, 1.096523245116334, 1.0713682906373807, 1.0444339854848799]"
70,"[367, 642, 966, 927, 921, 715, 555, 946, 242, 87]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0340606918430875, 1.063103495263083, 1.0863909518742898, 1.091185288942874, 1.1027294727610526, 1.102556933772093, 1.0971858552989449, -1.0813647609586816, -1.0785673482504692, -1.0577652069795715]"
71,"[35, 177, 587, 933, 229, 888, 114, 380, 253, 295]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0320714849288135, 1.067197330257757, 1.0982959707353668, 1.1252621204230773, 1.1435194168962428, 1.156703582234573, 1.1439929262870545, 1.121776375612707, 1.092926083477529, 1.10625037401626]"
72,"[924, 282, 157, 898, 114, 311, 120, 184, 950, 613]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.034134818169436, 1.0673728813064904, 1.0933434581051944, 1.1230433834552869, 1.1252667008677486, 1.1448592837014566, 1.1426057205364482, 1.1369823607712533, 1.1468171457370493, 1.1025602479136618]"
73,"[665, 932, 670, 677, 341, 609, 496, 13, 15, 803]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.032237931409436, 1.0603512662901962, 1.0799970680675033, 1.092324761087771, 1.0988137951176324, 1.1037833363035612, 1.0834990405420075, 1.0564499599126962, 1.0626640646617453, 1.0268000185911694]"
74,"[342, 608, 194, 500, 225, 284, 571, 496, 139, 377]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0339339759417092, 1.0646910675007522, 1.0898561307220809, 1.1170745705640983, 1.1104654841639483, 1.1161378415574477, 1.1175522085750673, 1.086684978606212, 1.039756742554479, 1.011211042782557]"
75,"[186, 857, 325, 658, 375, 285, 291, 888, 914, 396]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0296392399726253, 1.0577110365810525, 1.0789337847774867, 1.092985764009534, 1.1212596042870882, 1.1280310590300795, 1.1175596397131902, 1.1083785533876709, 1.0564974209083131, 0.9766373464676089]"
76,"[579, 628, 107, 543, 361, 500, 185, 658, 916, 777]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.032818749578077, 1.0535591726981508, 1.0729491000828817, 1.0984849717748455, 1.1087316832291065, 1.1305530998375215, 1.1274002358072848, 1.1124159871500712, 1.1000815919380276, 1.034454016868027]"
77,"[764, 400, 547, 867, 946, 120, 689, 549, 598, 682]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.030668141009683, 1.0559195743586125, 1.0634628739435688, 1.0675783055646186, -1.0694354996578308, -1.0584225211386584, -1.0581122623896146, -1.0550893474600116, -1.0340847060964813, -0.9670030026769246]"
78,"[904, 321, 740, 485, 98, 505, 435, 2, 377, 111]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.034397491702499, 1.0686790656527672, 1.0974706615208467, 1.120549516008908, 1.1331874217440416, 1.1507698634427155, 1.1297381535704876, 1.1119111729612872, 1.0923597480214438, 1.0660888086921805]"
79,"[154, 317, 348, 690, 638, 464, 958, 750, 535, 621]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0356615066522523, 1.0677202345186738, 1.1022241832184323, 1.1355751312165285, 1.1471730708411756, 1.1589476320988352, 1.1604782654498178, 1.1548559559555698, 1.1545522411709346, 1.1333073441263697]"
80,"[951, 610, 350, 586, 591, 264, 187, 65, 738, 132]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0348819744966533, 1.0659239701303513, 1.0913644863979681, 1.1097162228717075, 1.1303217086159416, 1.1524641648884786, 1.1537759814207664, 1.1568844538897445, 1.10951390334319, 1.0783294249092077]"
81,"[953, 223, 705, 478, 163, 921, 217, 461, 795, 758]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0335448908057034, 1.060779978516952, 1.0863984036827334, 1.1080141537410573, 1.1169329319593864, 1.1242492235182318, 1.1224695627434151, 1.0815506323340573, 1.060729698428666, 1.045390209272423]"
82,"[923, 819, 639, 484, 525, 400, 925, 269, 96, 648]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0322756901009549, 1.0629121010472273, 1.090605905861902, 1.0978375072224633, 1.0921622019547563, 1.0985771538224012, 1.0727132986889445, 1.0423439875962646, 0.9844334163139408, 0.8931530483328103]"
83,"[971, 527, 625, 408, 10, 339, 375, 25, 84, 387]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0312282683050311, 1.0602085474862823, 1.083442786591211, 1.1099329005956233, 1.0903115789045361, 1.1009200004600426, 1.1156783929740413, 1.0753087100824748, 1.0741020057118293, 1.0228101633558875]"
84,"[713, 152, 791, 21, 21, 970, 332, 301, 319, 672]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0334427000377084, 1.0649012794107469, 1.088434624796611, 1.1045268458819426, 1.10782717953347, 1.102740960051698, 1.0986639261429427, 1.0754735528953951, 1.0637861596347535, 1.0408728316166587]"
85,"[875, 495, 813, 190, 164, 106, 316, 113, 705, 120]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0300618095372662, 1.0575141448789924, 1.0799455564372509, 1.0842702677481104, 1.0818319125210396, 1.083745185912137, 1.0761968900001506, 1.0386370451095914, 1.0188774448361555, 0.9819869792393945]"
86,"[717, 854, 533, 756, 593, 76, 455, 215, 298, 137]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0330152360839193, 1.0562169918254227, 1.0642782433679538, 1.0859919566286702, 1.0856854216115495, 1.1058370722059971, 1.1023172858340364, 1.0830116074371323, 1.0276717638076327, 0.9849972131406212]"
87,"[956, 998, 750, 667, 19, 421, 483, 26, 351, 638]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0341409051604944, 1.0623302214289803, 1.0859831220212055, 1.1133358002901366, 1.124076407158753, 1.1181492980350767, 1.0885793079323958, 1.0507755652479902, 1.0075547512478835, 0.9289242474172399]"
88,"[873, 291, 671, 392, 486, 240, 888, 383, 299, 265]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0293581151933282, 1.0523404725263283, 1.0745870145034397, 1.086663392574822, 1.1036154646909486, 1.0930699489198668, 1.0882152282938484, 1.0422701847600515, 1.0056679145966017, 0.9915285920332227]"
89,"[138, 720, 823, 527, 281, 725, 580, 275, 135, 293]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0338215489154645, 1.060857457455782, 1.0748051469568942, 1.0846591825311835, 1.0924428552832095, 1.0780376858997909, 1.0789684535052109, 1.0264624011589913, 0.9748238910287241, 0.975329659171905]"
90,"[619, 530, 157, 19, 49, 307, 724, 346, 339, 111]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, -1.0740516033214678, -1.1131090701986535, -1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0334240064012012, -1.06204547955468, -1.0867268410042197, -1.1029243890115517, -1.1019422390081666, -1.10794979661739, -1.083542910140134, -1.0719666827813359, -1.0649233222939136, -1.0339409020673676]"
91,"[634, 893, 386, 281, 579, 206, 212, 25, 613, 137]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0283351800475284, 1.0433925419736283, 1.0593977128347223, 1.0717449517688524, 1.0727177523866929, 1.0860660074377035, 1.0526946372691772, 1.002997368637359, 0.9528059149248235, 0.898750623199026]"
92,"[803, 408, 394, 185, 465, 888, 715, 360, 540, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.033809977205144, 1.0668475584280959, 1.0867402318155022, 1.1016941536554379, 1.1222952248686298, 1.1313434125005244, 1.1297309089594454, 1.116765028095138, 1.0912042427534823, 1.0487553574246622]"
93,"[426, 496, 650, 666, 583, 744, 297, 310, 853, 172]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, -1.429307717749016]","[1, 1.0316219266715445, 1.053742915988361, 1.0826366295735876, 1.1017840713681295, 1.0995343187112583, 1.10627330193763, 1.1129289962025122, 1.0876673446786378, 1.0488000439573213, -1.0052948100158638]"
94,"[104, 429, 819, 883, 368, 252, 61, 126, 218, 518]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0352330140013803, 1.0665710908059158, 1.0973405624306343, 1.1212308464643377, 1.1455305880339228, 1.1324309429538237, 1.131133519460268, 1.1211613183534508, 1.093149393954364, 1.0827943467357974]"
95,"[739, 512, 571, 207, 176, 280, 599, 690, 40, 818]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0326980955199019, 1.0633813490458492, 1.0887604962197168, 1.1125568452183618, 1.1368387277295955, 1.116613082223378, -1.0915016596241696, -1.1021179773215242, -1.0708399741061245, -1.0519283869482137]"
96,"[257, 942, 11, 371, 95, 105, 863, 482, 891, 801]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0294368273546166, 1.0525016836274936, 1.0590209042185528, 1.0678733801269262, 1.0807292773821038, 1.048688523492908, 1.0438248383150295, 1.0249302167602372, 1.0023072047351365, 0.9689035433746337]"
97,"[26, 673, 863, 33, 47, 604, 352, 361, 439, 163]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.030570000651141, 1.0559835868367857, 1.079736017231411, 1.0976409670029916, 1.1244984655666383, 1.1115113899355271, 1.1125805410300613, 1.0994591478238829, 1.0610095179557817, 1.0247561059064285]"
98,"[754, 284, 204, 207, 153, 532, 933, 813, 321, 797]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0343741505363788, 1.0659352713073693, 1.0841933458659383, 1.1078890769813101, 1.1371940382868255, 1.1422762358493153, 1.146238432344632, 1.13270026147785, 1.1444771061852743, 1.092882546873724]"
99,"[246, 473, 620, 373, 162, 706, 449, 801, 870, 661]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0336480014202365, 1.0587020516034782, 1.0818056350799687, 1.0866765790718442, 1.0992099842475522, 1.0978308222102742, 1.1026881618020115, 1.0835772035912523, 1.0411270096501344, 1.0081281303303902]"
100,"[284, 962, 812, 82, 29, 521, 266, 818, 76, 997]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0344440334042468, 1.0668345319147914, 1.089677730259745, 1.093746523546691, 1.0987684931005424, 1.0982658182922207, 1.0867281169833194, 1.0729066223558492, 1.070859475996889, 1.0232984077249687]"
