run,indices,signs,weights,results
117,"[122, 6054, 2001, 3301, 6601, 179, 1657, 4882, 3211, 4420]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, -1.222055420829921, -1.350940907803127, -1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.1014801994956531, -1.2038144134003386, -1.3159090018686213, -1.4415522826345644, -1.5308392994902948, -1.6516329420835012, -1.7556927853796858, -1.9281151910533503, -1.9166615200820356, -1.865426005824244]"
118,"[6595, 7460, 4732, 143, 649, 4991, 3750, 7374, 2990, 2762]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.094246212460568, 1.2007637119724437, 1.3107664207507181, 1.380809498873338, 1.5278810329617314, 1.5808533469915411, 1.6348473180921996, 1.7346024652712884, 1.7953723252698037, 1.9754141628181345]"
119,"[9402, 6519, 2693, 2729, 1001, 3902, 7487, 7201, 3315, 1559]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.0994964551898005, 1.2087765945433722, 1.3272343116595586, 1.446226314920501, 1.5738068637149762, 1.722523852251673, 1.8321923815732448, 1.8601236748674679, 1.987196107141858, 1.8900394455991796]"
120,"[2762, 5281, 7682, 6959, 2870, 4396, 7408, 8451, 6970, 9306]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.1048003642435127, 1.199494821802732, 1.3082915649203792, 1.4559556953256143, 1.5557995052706246, -1.6490369749889244, -1.707031251698002, -1.8519055949553613, -2.0130619074850844, -2.1341411951434734]"
121,"[7475, 4940, 5779, 3851, 3331, 1695, 3903, 8696, 116, 4476]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.0988313133136172, 1.203052490732104, 1.330419524054825, 1.4472301469105264, 1.5278107638393756, -1.6565260496405976, -1.8168742891818292, -1.9070476263832643, -1.987571804129105, -2.044143325849838]"
122,"[7441, 8511, 9184, 4719, 5555, 2005, 8271, 8040, 7420, 2382]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.1048003642430189, 1.220415752800724, 1.3457309360272767, 1.4569132904911635, 1.5992965944630042, 1.7295528986687492, 1.918898741393754, 2.1038350477104313, 2.2524180410168775, 2.4755782499832804]"
123,"[5402, 5910, 8497, 6501, 8674, 6516, 2557, 7810, 9495, 9792]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.1001558498928186, 1.2112797309695487, 1.275664912928946, 1.391062934142188, 1.4569886234836162, 1.5377828290983646, 1.6756723538598595, 1.7804701686838036, 1.836671834996955, 2.002759557616817]"
124,"[2519, 8786, 7726, 5268, 1490, 9916, 5414, 5124, 7276, 8024]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.1001637861917475, 1.2097201905697033, 1.3292649694141605, 1.4444750342526278, 1.5525653678864906, 1.6890030200464965, 1.763713954898715, 1.7586871240456852, 1.9167883440621476, 2.0387812313192955]"
125,"[6817, 7581, 4639, 9897, 6987, 827, 9140, 4470, 6536, 572]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.104800364243785, 1.1999214371560691, 1.264215676135869, 1.358027843764276, 1.3780373286221135, 1.4627047735625889, 1.475380639100647, 1.5769393866621493, 1.639797145490807, 1.7439710030260658]"
126,"[3323, 1149, 7180, 1147, 2417, 2878, 5508, 2073, 9691, 7673]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.1041194794989893, 1.218213464001818, 1.3265144987552913, 1.3964739468344582, 1.4953185482730076, 1.5212988048670815, 1.5975459961085117, 1.6155755456990635, 1.6486301377466934, 1.572242806497064]"
127,"[4211, 3265, 1115, 5415, 7728, 4136, 880, 9396, 9357, 4028]","[1, 1, 1, 1, 1, 1, -1, -1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, -2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.0880016681600018, 1.195543805724555, 1.3060299165383416, 1.3512043705258898, 1.4279191095402142, 1.5592465311337262, -1.64965423257415, 1.787321572980186, 1.8436954464650532, 1.9104963782566275]"
128,"[8130, 2320, 6354, 8314, 3592, 8998, 177, 8276, 4346, 6278]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.103471186803808, 1.2065813456091294, 1.3288558393931593, 1.4332308586390063, 1.5202853923558282, 1.641685443997326, 1.7439240865272199, 1.764899277220926, 1.85387008284832, 1.9187609058517308]"
129,"[8234, 2968, 4352, 5825, 370, 4871, 4998, 8545, 1858, 5781]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.098855273959689, 1.2101846943439525, 1.3177944566294648, 1.365551063144249, 1.4089624142155837, 1.454453099177906, 1.526304830632942, 1.592172607916328, 1.7395071403499756, 1.7892466040707913]"
130,"[133, 4312, 4703, 7812, 3251, 780, 5080, 1015, 5888, 3999]","[-1, 1, 1, -1, 1, -1, 1, 1, 1, 1]","[1, -1.1054661554429974, -1.222055420829921, -1.350940907803127, 1.4934194515797956, 1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, -1.1034648076094606, -1.2008585161899938, -1.3200182366841031, 1.4099349375422154, 1.5113985709170623, -1.6024316260114748, -1.6754750003024905, -1.7094020182934495, -1.8013830196340688, -1.9515281662895871]"
131,"[5099, 4057, 9543, 8131, 4234, 3841, 5917, 2419, 5564, 2127]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.0961812559825337, 1.1777920990102875, 1.261978547692697, 1.3226600891164295, -1.421734473831555, -1.5173953057620935, -1.6535871835871434, -1.8279846665303747, -1.884791250075991, -2.0348845896119823]"
132,"[371, 5333, 1449, 778, 2812, 418, 1371, 3827, 1253, 5992]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, -1.222055420829921, -1.350940907803127, -1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.1047877053370017, -1.2136366006765757, -1.3193214922940304, -1.4151474259810195, -1.5389853439220433, -1.632692606996677, -1.659229409639772, -1.6569430293438603, -1.7536638911928983, -1.8551687657803604]"
133,"[2930, 5910, 1309, 3020, 4636, 6565, 2113, 9937, 3692, 4135]","[-1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, -1.1054661554429974, -1.222055420829921, -1.350940907803127, -1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, -1.102143610416707, -1.2121260810110082, -1.3277862108077279, -1.4354989521307833, -1.5501270339793445, -1.6691446330842978, -1.7914829610101175, 1.7053395078661873, 1.5579163079465281, 1.503002716846422]"
134,"[38, 8938, 8937, 2129, 8367, 2193, 5351, 2382, 2097, 2343]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.104100250841523, 1.2173782912255893, 1.3076612006586463, 1.4181385171014895, 1.5339889237882292, 1.5668550296483041, 1.5649693249192156, 1.7051031311959082, 1.8241897944899366, 1.9965579154122275]"
135,"[6193, 8722, 607, 722, 4852, 6385, 7927, 1013, 616, 9861]","[1, 1, 1, 1, -1, -1, 1, -1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, -1.6509246596017064, 1.8250413363759375, 2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.0961083656508464, 1.2044810879180894, 1.3210468595571647, 1.4375608499046166, -1.6044432920794602, 1.7396934604895706, 1.8980535690060862, -1.9710645599205017, -2.0197692285538236, -2.1294517352976423]"
136,"[4255, 188, 4411, 3728, 7559, 7161, 6618, 4404, 9557, 3699]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1.1054661554429974, -1.222055420829921, -1.350940907803127, -1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, -1.1014848947832043, -1.2028734264032601, -1.3158705710218896, -1.4307814328073054, -1.5607704719850235, -1.6530110255803445, -1.7667904923251594, -1.7476097685190466, -1.8178396175070393, -1.8583232137580332]"
137,"[6043, 5268, 8569, 340, 8217, 4065, 4115, 3830, 3697, 1107]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, -1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.0896896184709919, 1.1773090391361307, 1.2737685902477223, -1.3696350850997057, -1.4790473912792548, -1.4624591139814922, -1.4919623156202164, -1.4423132055109815, -1.4643556091948255, -1.4380268010901895]"
138,"[7403, 3796, 2766, 7469, 1395, 2255, 1958, 7587, 3643, 2864]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.1014802375940094, 1.214691169908563, 1.3294110729744126, 1.4396564373290768, 1.559565944570049, 1.6524000185314032, 1.7463490524661596, 1.9141775822669522, 1.9465163948386162, 2.0706330152289434]"
139,"[6664, 3009, 4194, 6808, 7254, 8027, 1338, 5209, 8431, 4415]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, -1.222055420829921, -1.350940907803127, -1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.0981546284496966, -1.2031048836923601, -1.3171876451160356, -1.437481334840961, -1.5375065983640621, -1.6456232399330546, -1.7387730686366578, -1.768031256733109, -1.8228391737612821, -1.8457968039354313]"
140,"[7120, 5951, 5650, 262, 1218, 2950, 8012, 5156, 6573, 9099]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, -1.350940907803127, -1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.102157956316378, 1.1942577350209815, -1.2611133760240687, -1.362091058111042, -1.4374178570924712, -1.536083270512739, -1.6669337347683957, -1.6306828319190885, -1.7142470187316226, -1.8185546917991509]"
141,"[4904, 6036, 5827, 7416, 2452, 5985, 7730, 1782, 9675, 3906]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.1021420093653647, 1.2113931547594556, 1.3341273133947045, 1.4486395378905712, 1.5753485115310535, 1.6852357521228079, 1.7960918546836468, 1.8925312205644873, 2.0338873597147926, 2.0046333608841485]"
142,"[6416, 3065, 8273, 7977, 2774, 6874, 9152, 495, 9832, 5462]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, -2.725552231681011]","[1, 1.1028030185705542, 1.194537135603596, 1.2961328997800017, 1.3857054319135993, 1.4909943502868799, 1.4991014328821355, 1.6267713867106153, 1.624996420390555, 1.7047611698577874, -1.8485785904712964]"
143,"[9116, 3920, 1032, 2479, 913, 1696, 3721, 9766, 7949, 2521]","[-1, -1, 1, 1, 1, -1, 1, 1, -1, 1]","[1, -1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, -1.0921955339774814, 1.1268243461924659, 1.2101427823824757, 1.3057395869725623, 1.3908021319064434, -1.5299785894862254, -1.5846799392421627, -1.691228753089808, 1.7925520070927505, 1.9684751289732838]"
144,"[7051, 3378, 7541, 1288, 8147, 2170, 5157, 3522, 8276, 1577]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.0941924811272121, 1.1434489704267292, 1.2125286352389102, 1.2782743683523357, 1.2198440076810815, -1.3524095145720616, -1.3568857862006691, -1.465101156534734, -1.4388361419693843, -1.5262321067519096]"
145,"[7765, 7761, 9316, 6362, 5530, 1499, 1924, 5277, 9139, 8943]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.1014802222434859, 1.2130301772905647, 1.317182679162844, 1.434257513330857, 1.5489589986671402, 1.6783608007211976, 1.738501548667887, 1.8294225518354719, 2.022364715058026, 2.0679972984302695]"
146,"[189, 5694, 8845, 9942, 5628, 6389, 8781, 557, 8933, 2199]","[1, 1, -1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, -1.350940907803127, -1.4934194515797956, -1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.098173681779548, 1.2031555996056007, -1.3365289167538155, -1.4841916608612384, -1.6482380991379724, 1.7884247618813052, 1.9341440758077213, 2.09600856056054, 2.29834122813879, 2.4505365841975593]"
147,"[8244, 4526, 6690, 6736, 8689, 8731, 4616, 2569, 7951, 8304]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.0982527263252202, 1.18261145266988, 1.2812036970857585, 1.3604209972168355, 1.4347724724693216, 1.5263432770253365, 1.6133631293716542, 1.6061801963611875, 1.7128655504675525, 1.8135703463805561]"
148,"[5409, 3290, 3463, 3995, 7957, 5978, 8287, 9568, 7277, 4480]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.0934149405310027, 1.1941799320152233, 1.3039648156952424, 1.412895648481724, 1.534592661934389, 1.6544828261838518, -1.7680815648516048, -1.8903013058567475, -1.942730572480575, -2.0448449000528295]"
149,"[8508, 7717, 252, 6259, 6830, 5399, 1019, 9279, 4698, 8560]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.0968364839622926, 1.1966495646228716, 1.306299328368062, 1.420233775934709, 1.4765265500529554, 1.607253590670582, 1.6720313829363487, 1.722775715736783, 1.8020510586888514, 1.8092075259221978]"
150,"[702, 7197, 4173, 7371, 5850, 8978, 2377, 1963, 8341, 3649]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.1014802222446705, 1.1945686849509873, 1.2803451849507994, 1.365025629119285, 1.4269391873086048, 1.5072377829174368, 1.6134524922035247, 1.7015256733731172, -1.8309093786588404, -1.814261024277938]"
151,"[6589, 3368, 8203, 2476, 4072, 8481, 5564, 3047, 5966, 4586]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, -2.725552231681011]","[1, 1.0890126962632056, 1.1588304768916324, 1.2570421114438848, 1.3634938096219844, 1.486384359238609, 1.6218922836325838, 1.7185700320189532, 1.7690001095522547, 1.9469777742674996, -1.9904389144374202]"
152,"[3557, 1751, 9729, 336, 6705, 7270, 8243, 2433, 2797, 3960]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.102140410241657, 1.206681802448407, 1.314806175437809, 1.4479129741477224, -1.5548394477922565, -1.7102418781843243, -1.8205476637117959, -1.9379464836140268, -2.1270715472588697, -2.2029567210246954]"
153,"[3140, 3728, 4746, 9664, 1913, 3220, 1829, 8781, 6738, 2460]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.0995060229773561, 1.20652297399085, 1.3035619812675068, 1.4161024288095823, -1.5308583193435588, -1.6528883470616555, -1.8035476212566575, -1.8545603351107338, -2.0057039268009453, -2.060521307734375]"
154,"[1777, 8238, 1534, 326, 3539, 95, 3320, 9406, 5095, 5261]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.091629401925801, 1.2068614368244315, 1.3263766156842485, 1.4604140071246687, -1.61359173544227, -1.757582022023066, -1.8698768744305705, -2.0332080497334526, -2.107700816661032, -2.328734449051135]"
155,"[1380, 6446, 3734, 1013, 7370, 3376, 2545, 5878, 6182, 2066]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, -1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.1028045945966642, 1.208935544224742, 1.3280943350055519, -1.4540708070495194, -1.5225954484634452, -1.6365349510110583, -1.7846987552763014, -1.891442498408505, -2.028605037640803, -2.1650596785374767]"
156,"[1836, 9341, 1341, 9351, 562, 5950, 5451, 9660, 3484, 780]","[1, 1, 1, 1, 1, -1, 1, 1, 1, -1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, 2.725552231681011]","[1, 1.0981959979564673, 1.2005813649922663, 1.3143586269358267, 1.4260643829334545, 1.5417505744699949, -1.5877807813866682, -1.6315878474469117, -1.6544663737471679, -1.7593852243754815, 1.7966730299530096]"
157,"[3633, 8473, 8141, 7735, 9418, 6092, 8871, 5276, 7938, 2632]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.0988266610093753, 1.1939755181784089, 1.293151741328857, 1.3539818595494615, 1.4307698362305767, 1.5396530319042379, 1.64435446818758, 1.694272606899996, 1.8002705719881578, 1.918037816943101]"
158,"[5907, 2393, 3734, 7084, 1357, 2331, 1783, 4703, 5140, 3716]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.0610437932798755, 1.1563685433057036, 1.2832257268193517, 1.352187188125166, 1.4014118376960212, 1.4888902726864812, 1.4640018842002664, 1.5781824161236009, 1.648739227236887, 1.811944298563828]"
159,"[3666, 2969, 6100, 4651, 3010, 9451, 9146, 825, 4665, 9846]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.0987602130462533, 1.2065801549565067, 1.3266451028419282, 1.4593348098736558, 1.6047437970594194, 1.7554289101590241, 1.8777574864076756, 1.9901257713712328, 2.0679415713936544, 2.128840381924014]"
160,"[2369, 5374, 8349, 8644, 7531, 8290, 1851, 4027, 6234, 7456]","[1, 1, 1, 1, -1, -1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, -1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.1028330705979918, 1.2084786960511753, 1.3357635877457315, 1.465290747843999, -1.5804930725647328, 1.6818055611690588, 1.7767620536441415, 1.899194446467719, 1.9511700923236004, 1.8203869077447614]"
161,"[6070, 4447, 8629, 9290, 1211, 9530, 6186, 86, 7329, 5126]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1.1054661554429974, -1.222055420829921, -1.350940907803127, -1.4934194515797956, -1.6509246596017064, -1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, -1.094181555257234, -1.1906969071375229, -1.306388821332346, -1.420586948964434, -1.5697195092397478, -1.665644148363258, -1.7656637382895435, -1.9185577461449583, -2.0362593692730924, -2.16821696508981]"
162,"[9970, 1616, 5129, 7022, 8696, 9663, 2033, 1784, 9690, 8775]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.1034647864514042, 1.2159997301375003, 1.330540442333779, 1.4531763762657295, 1.5553538939052498, 1.6612751713304261, 1.7470318203406896, 1.7600548396408344, -1.7521204655268423, -1.6867401152342818]"
163,"[3894, 1786, 6847, 497, 1391, 1580, 4084, 1955, 7034, 8709]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, -2.017521429648058, -2.230301658356898, -2.465522999741942, -2.725552231681011]","[1, 1.0994836929760186, 1.2134894523710766, 1.3412432508298175, 1.4295578198062564, 1.5791377290468245, 1.713315303582956, -1.8057243808362329, -1.9687812850626893, -2.1288691770190193, -2.2366054024047632]"
164,"[1706, 4993, 9060, 2333, 908, 2558, 1411, 1671, 1588, 2521]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.104723818012522, 1.2158568187878656, 1.319747657024909, 1.455376945320224, 1.5442552811572112, 1.6457305310687829, 1.7394786471580441, 1.8627219210522081, 1.960607637142507, 2.1627022852713367]"
165,"[1752, 5837, 7449, 4364, 3611, 8377, 7194, 7578, 7906, 2016]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.1048003642424795, 1.2031446782421356, 1.3202385803901895, 1.419778747643572, 1.4771493963176527, 1.5473105033555787, 1.697504149158105, 1.8498504812706689, 1.9432302591431723, 1.9422823153402449]"
166,"[4083, 5532, 8242, 4318, 704, 88, 9084, 5268, 7766, 1870]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1054661554429974, 1.222055420829921, 1.350940907803127, 1.4934194515797956, 1.6509246596017064, 1.8250413363759375, 2.017521429648058, 2.230301658356898, 2.465522999741942, 2.725552231681011]","[1, 1.0621370647301593, 1.1175816670788608, 1.1963815145939019, 1.1913934549442018, 1.1059572946697231, 1.2196819913270274, 1.3414851921405149, 1.3284554181857764, 1.1740925527573103, 1.1795118777375224]"
