run,indices,signs,weights,results
56,"[91, 34, 455, 722, 932, 423, 567, 421, 614, 280]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9640001737423712, 0.8951812349686615, 0.803261987664438, 0.6969222758697692, 0.5959485182647425, 0.5027710488548054, 0.44057326833882404, 0.39730891518373174, 0.3835540525614011, 0.37786614026811416]"
57,"[752, 257, 111, 135, 720, 383, 220, 73, 912, 912]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9629524111880852, 0.8936486707903639, 0.8007191795433969, 0.6950716185662666, 0.5836986376587958, 0.49597418180294867, 0.4201306164432519, 0.36554309829161674, 0.34203775066184045, 0.3376334783602583]"
58,"[394, 962, 554, 302, 684, 716, 349, 91, 251, 305]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9651922525998008, 0.896481041567531, 0.8043404652965146, 0.7005979828469803, 0.592917332832013, 0.49952192851854865, 0.43883948079340795, 0.3968075443093864, 0.3810424192329993, 0.3720280610053986]"
59,"[975, 584, 55, 736, 736, 176, 489, 42, 967, 504]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9626586153360246, 0.8926290484372191, 0.7989643055449825, 0.6914580758761614, 0.5876606403922005, 0.49706297359363405, 0.4245546555248823, 0.3859047741392472, 0.3796520730119491, 0.3823318110174287]"
60,"[291, 451, 894, 596, 773, 511, 166, 349, 764, 637]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9638462731245605, 0.8937898955521102, 0.8062306339276775, 0.6964622982459167, 0.5919722010811344, 0.4989900043576342, 0.4233866262146344, 0.39622722920216014, 0.3769129864758198, 0.3907427900489291]"
61,"[891, 712, 570, 883, 37, 273, 134, 857, 277, 629]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9681703157032021, 0.8981289973647747, 0.8081369260846069, 0.7056822807300626, 0.6000501946514155, 0.512319019949764, 0.4494509232871012, 0.41012652821102624, 0.3856953268257513, 0.3846149417080355]"
62,"[104, 587, 497, 378, 695, 447, 749, 137, 576, 345]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9638310651175414, 0.8920363603667855, 0.8014325568378472, 0.7041248923705414, 0.601894418027276, 0.5100393988781344, 0.44667499745369715, 0.40687645052529225, 0.3813064591961077, 0.3856576485191921]"
63,"[488, 697, 818, 997, 455, 423, 210, 882, 440, 118]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9639655151163847, 0.8951137059286949, 0.8009433620726785, 0.7012571471676535, 0.602245457222925, 0.5099484060807883, 0.44460949438957853, 0.40315427764858347, 0.3954894365356728, 0.38636067376237515]"
64,"[990, 546, 688, 452, 727, 14, 546, 360, 543, 103]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9635380899172861, 0.8959548058210186, 0.7988764287756078, 0.695368447220172, 0.5869617245669455, 0.5020781869686731, 0.4400965508363212, 0.40128548212600595, 0.3911312829193363, 0.38445237164371343]"
65,"[622, 365, 980, 668, 458, 919, 307, 4, 628, 977]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9628905232773192, 0.8939895085109373, 0.7930407507003189, 0.6794736157892607, 0.5740165843066446, 0.4862238999376637, 0.4169342419311179, 0.38101250946252524, 0.36821198308802083, 0.3672210599326091]"
66,"[473, 826, 921, 363, 117, 326, 309, 109, 795, 51]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9647775724472706, 0.8971261365366827, 0.8029976519710754, 0.6992132910716302, 0.5907693392924434, 0.5010542686584326, 0.4237495513395355, 0.3778784658693631, 0.3662449210517133, 0.36785293511771505]"
67,"[239, 391, 87, 859, 980, 485, 690, 563, 157, 699]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9631019276787984, 0.8922415338797195, 0.7967678906367082, 0.6875974396944847, 0.5744489116678546, 0.47544415999899947, 0.411302157663913, 0.3742246362119265, 0.3661195279379678, 0.3731400502671481]"
68,"[528, 818, 404, 167, 638, 135, 39, 885, 571, 973]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9638763176726756, 0.8945355193757714, 0.797046191573448, 0.687293046573328, 0.5843280428024935, 0.49356889264396386, 0.42116734237759457, 0.38358323157646745, 0.374024205665381, 0.38540346968793165]"
69,"[53, 628, 926, 850, 483, 917, 23, 564, 460, 719]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9645050650015713, 0.8947761018545298, 0.7982057136368893, 0.6867337357893925, 0.5840797038507216, 0.4862065906669018, 0.4223249436097502, 0.380223628979193, 0.3713404114073021, 0.39005857059026683]"
70,"[548, 270, 645, 209, 221, 176, 350, 794, 164, 822]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9632786013850955, 0.8936316172207572, 0.7984656484811954, 0.6963200315055218, 0.5936998979561597, 0.5052340428875272, 0.4453713299789389, 0.40934196675168893, 0.39659302077927083, 0.3968011957136492]"
71,"[498, 586, 414, 889, 452, 498, 801, 241, 1, 890]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9630884802174604, 0.8957643439699265, 0.8049035411837583, 0.7023273341313842, 0.6042350850732222, 0.509050806891775, 0.43350808601556, 0.3935892410197485, 0.37368968800900476, 0.3749278530756537]"
72,"[346, 858, 545, 578, 572, 565, 83, 465, 469, 437]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, -0.9156034757979407, -0.8995989072027624, -0.8838740953174353, -0.8684241500497196, -0.8532442667852227, -0.8383297248932695]","[1, 0.9639744024446517, 0.8959440082911675, 0.8025557305377888, 0.6922593917376746, -0.5849687369457136, -0.4818652357191151, -0.4194296884994087, -0.37514663876704546, -0.3763419564588693, -0.3810501658528151]"
73,"[119, 802, 472, 429, 694, 822, 677, 532, 153, 928]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9669995103969636, 0.8970974748178395, 0.8053924262010357, 0.6980008685008736, 0.5992061345676655, 0.5208223227988331, 0.4532399688139717, 0.3984732938257949, 0.3822798948088657, 0.3765243049774678]"
74,"[671, 894, 73, 927, 101, 913, 284, 712, 233, 139]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9658408206710049, 0.9027547758894552, 0.8161141996513395, 0.7219959435349895, 0.626160039826217, 0.5310335707056337, 0.46418772494818583, 0.4139864471616682, 0.3874720309644905, 0.37711086327911914]"
75,"[458, 745, 442, 424, 633, 294, 622, 500, 172, 480]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9633731467073723, 0.8965308803280824, 0.8138423373252927, 0.7143894472211979, 0.6120548297203214, 0.5184723712413407, 0.44167932151507094, 0.3898980763667941, 0.3719349578864833, 0.36855029480109114]"
76,"[844, 613, 56, 504, 169, 948, 185, 681, 399, 281]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9646750194563256, 0.893526903324513, 0.8024440737128071, 0.6969077357578998, 0.5960774825719664, 0.5081255586739793, 0.4501499349927408, 0.4028453431783202, 0.3812219721148189, 0.37589689928348485]"
77,"[431, 520, 898, 118, 349, 15, 55, 64, 488, 270]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9651157840212838, 0.8981329037361193, 0.8084306564705369, 0.7006116845415363, 0.6034685355097499, 0.516447375219435, 0.44731003655643675, 0.40491305008672934, 0.38345629776677653, 0.3821771423834631]"
78,"[320, 62, 336, 793, 885, 366, 707, 925, 820, 346]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9643841922293785, 0.8957331782090734, 0.8014866311336215, 0.6929744338595257, 0.5871986281020931, 0.4853246402290034, 0.4164417229094318, 0.3825732068742463, 0.37640000138717533, 0.37592005446307286]"
79,"[423, 497, 945, 947, 682, 905, 878, 384, 872, 972]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9640923328459068, 0.8976036193307374, 0.8033933343363713, 0.695423249235949, 0.5872256022407623, 0.4999800663179323, 0.435633758777445, 0.4051754040243782, 0.388285536833336, 0.39365012206839034]"
80,"[836, 126, 201, 191, 927, 6, 869, 881, 890, 491]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9659174744449671, 0.8994691307387809, 0.8053362815813494, 0.6973790401362636, 0.5990423710414126, 0.5065782951887355, 0.433630785826724, 0.3957398783192023, 0.3790111411802733, 0.3860656958592859]"
81,"[284, 572, 748, 837, 764, 676, 858, 486, 91, 941]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, -0.9653459370576843, -0.9484718800274279, -0.9318927781937794, -0.9156034757979407, -0.8995989072027624, -0.8838740953174353, -0.8684241500497196, -0.8532442667852227, -0.8383297248932695]","[1, 0.9647190713121544, -0.8985115794288325, -0.8014196240309512, -0.6964548004823863, -0.58562934514038, -0.4929999608509079, -0.4262003940990452, -0.38217097639192665, -0.36926499163631715, -0.3726364552392185]"
82,"[136, 687, 642, 306, 423, 975, 233, 78, 754, 746]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9640122929876954, 0.8958195516556376, 0.8022992659828111, 0.6940782265931493, 0.5850336415063352, 0.4894786686469522, 0.4204954339538084, 0.3805757297815444, 0.3743162397480984, 0.3731943037303059]"
83,"[642, 892, 22, 889, 812, 572, 222, 976, 528, 484]","[1, 1, 1, 1, 1, -1, 1, 1, 1, -1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, -0.8995989072027624, -0.8838740953174353, -0.8684241500497196, -0.8532442667852227, 0.8383297248932695]","[1, 0.9629502555720124, 0.8937372466465838, 0.8030723905219316, 0.7001726374558381, 0.6016525955690354, -0.5131923693719, -0.44335365921973985, -0.3965072853769144, -0.38455934547637594, 0.38071758385253124]"
84,"[583, 284, 498, 453, 537, 953, 656, 206, 735, 802]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9645765205131841, 0.898016153233542, 0.8033420204137164, 0.7013564799865074, 0.5952701692563611, 0.49318511828816913, 0.4171539752838296, 0.37383207772344623, 0.3596152669517267, 0.37515269922268446]"
85,"[664, 856, 714, 142, 253, 576, 290, 335, 94, 750]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9625985802233014, 0.8930725640524574, 0.8000468031362186, 0.6900276271000919, 0.578474036706386, 0.480859883311682, 0.41613727702308484, 0.3731431733728058, 0.3670708937482409, 0.365093491370086]"
86,"[152, 96, 549, 369, 335, 335, 135, 128, 587, 630]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9658190372101964, 0.9005199543017463, 0.8110300353845793, 0.7040880147340701, 0.5961588230396289, 0.49945806774914364, 0.431445256352214, 0.3906260931245941, 0.36720440389982806, 0.36624117446928145]"
87,"[197, 154, 106, 55, 429, 53, 609, 388, 155, 847]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9639882499558822, 0.8947489412895117, 0.8010929991997872, 0.6948010796032763, 0.5833522690202073, 0.49100800829552443, 0.420654476759369, 0.3895841591983448, 0.3871754959437718, 0.3923404476112054]"
88,"[914, 942, 725, 259, 720, 616, 509, 931, 966, 965]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9646848381724316, 0.8947195283421778, 0.7988189288255594, 0.6970063642480062, 0.5899577841138683, 0.49790671533979286, 0.43437968331924764, 0.3942005202528294, 0.38084367678444847, 0.39671632330912815]"
89,"[580, 225, 670, 893, 474, 598, 767, 692, 393, 201]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9640324353211414, 0.8945643881084171, 0.801063197395253, 0.6942271175573297, 0.5951682241311326, 0.4963445863648567, 0.4327173442515539, 0.38654012712398106, 0.36458935674171195, 0.3664738425924229]"
90,"[950, 428, 193, 281, 641, 4, 365, 631, 197, 54]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9615243852387317, 0.8886165316612776, 0.7938461999643349, 0.6879896704240696, 0.5877424304320973, 0.49615553207843016, 0.42156752027196154, 0.3640971535529517, 0.33455825143869344, 0.3332492841863488]"
91,"[247, 807, 940, 476, 157, 212, 959, 241, 442, 324]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9641633337868379, 0.8947540059657544, 0.8000494904884132, 0.6889123890552347, 0.5877391514574861, 0.4942315341380941, 0.42212456285529615, 0.37631704472499583, 0.3665723530122737, 0.36481432943241826]"
92,"[784, 578, 634, 239, 192, 772, 856, 226, 393, 592]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9666885715784725, 0.9009915585610894, 0.8062935019517314, 0.6989170146101811, 0.6015780925784323, 0.5130690510987519, 0.4546958704971966, 0.41427834394007307, 0.3955298503342372, 0.39158323608464496]"
93,"[147, 781, 528, 529, 981, 845, 909, 313, 609, 242]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.963163616083739, 0.8948733214929921, 0.8020423227578698, 0.6983637932235865, 0.5899694748283629, 0.49873250695557586, 0.4241181164177439, 0.3711662478982228, 0.34984905324316856, 0.33747651548424673]"
94,"[184, 127, 501, 928, 421, 488, 934, 624, 245, 90]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9627158659521169, 0.8901756466707074, 0.792145158441833, 0.6936984247121678, 0.587904636696719, 0.4956041687197699, 0.43051334026788374, 0.3968305919634296, 0.37826938117000786, 0.3807304539727854]"
95,"[992, 498, 533, 396, 469, 138, 812, 435, 272, 195]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9632181694611, 0.8925139518464947, 0.800684328009067, 0.6989558750649271, 0.6065805254560278, 0.5218031237961679, 0.454516869614843, 0.4093331731745665, 0.39805129843679954, 0.4062953996552919]"
96,"[589, 907, 105, 569, 367, 295, 12, 32, 404, 631]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.964186580768952, 0.8959235062440354, 0.8056006673933196, 0.6989838197458716, 0.5969663663298473, 0.5076967789723027, 0.44634216143553884, 0.41212691671228263, 0.39028089563432317, 0.3843243439477446]"
97,"[793, 858, 260, 912, 534, 479, 377, 577, 313, 202]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9624743330232338, 0.8936759431599912, 0.8002834754399432, 0.6937987751736737, 0.5892650543114346, 0.5014038858439693, 0.43376628505885817, 0.39143735597228413, 0.36994958174996456, 0.39952515091218865]"
98,"[694, 504, 922, 929, 597, 368, 532, 454, 263, 699]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9648199112826583, 0.894330090300461, 0.7991483773952681, 0.6947011914238277, 0.5968170818390043, 0.5046883917997838, 0.43231059014732787, 0.3965419159567739, 0.3798926649394527, 0.3808903660642905]"
99,"[350, 822, 762, 442, 362, 646, 937, 733, 322, 203]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, -0.9156034757979407, -0.8995989072027624, -0.8838740953174353, -0.8684241500497196, -0.8532442667852227, -0.8383297248932695]","[1, 0.9651140211522914, 0.9019313431458582, 0.8175524031499868, 0.7293214073376301, -0.6311973111458417, -0.5457984756164789, -0.489842760694581, -0.4464116997970753, -0.4143688532687242, -0.40598808461314434]"
100,"[825, 689, 961, 268, 187, 990, 371, 410, 811, 193]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9640393663717636, 0.8956463639890603, 0.7986739815456458, 0.695608420899946, 0.6005836203161948, 0.5093346806142693, 0.4342752651650121, 0.4003728691725592, 0.39584833280878307, 0.39584053177169065]"
