x,y,z
0.5,4,503316480
1.0,8,4718592000
1.5,12,39636172800
2.0,13,62023270400
2.5,13,77972111360
3.0,14,106870865920
3.5,17,149736652800
4.0,19,191260262400
4.5,22,236223201280
5.0,23,246960619520
