snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
2.000000000000000111e-01,9.970048815213330418e-01
4.000000000000000222e-01,9.880595984684152899e-01
6.000000000000000888e-01,9.732842317227889950e-01
8.000000000000000444e-01,9.528617185148923197e-01
1.000000000000000000e+00,9.269962420083140975e-01
1.200000000000000178e+00,8.959452674951882134e-01
1.400000000000000133e+00,8.600944074100396186e-01
1.600000000000000089e+00,8.199374866364210757e-01
1.800000000000000044e+00,7.759898191897585118e-01
2.000000000000000000e+00,7.287722099521503072e-01
