snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
5.000000000000000000e+00,9.659035071529000760e-01
1.000000000000000000e+01,8.744186976493016905e-01
1.500000000000000000e+01,7.942256770394029441e-01
2.000000000000000000e+01,7.296860435875915929e-01
2.500000000000000000e+01,6.310605698908954286e-01
3.000000000000000000e+01,5.564438027311956469e-01
3.500000000000000000e+01,4.837653247340207852e-01
4.000000000000000000e+01,4.655974644546375107e-01
4.500000000000000000e+01,4.485294129003213892e-01
5.000000000000000000e+01,4.468728162900980627e-01
