snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
2.000000000000000111e-01,9.799878246785557190e-01
4.000000000000000222e-01,9.215711559733565927e-01
6.000000000000000888e-01,8.294416999154974324e-01
8.000000000000000444e-01,7.109669581891435719e-01
1.000000000000000000e+00,5.756148462543309030e-01
1.200000000000000178e+00,4.342153237936863253e-01
1.400000000000000133e+00,2.980743698369250350e-01
1.600000000000000089e+00,1.780533971770267287e-01
1.800000000000000044e+00,8.375217830322279067e-02
2.000000000000000000e+00,2.278460537136772768e-02
