x,y,z,l,m
2.1,0.6378564396579859,0.006140382615886125,16.0,18748757.333333332
2.2,0.6067468538038844,0.011010683573106606,17.666666666666668,28334476.0
2.3,0.577696753203197,0.012235034624178995,18.0,33283224.0
2.4,0.5490469768172948,0.01595715570820177,18.0,36537480.0
2.5,0.5218287929115359,0.012982358764122515,18.0,39747996.0
2.6,0.49021402116641344,0.012240177985765793,19.0,51082388.0
2.7,0.46591135805283557,0.013782912153525423,19.5,58785536.0
2.8,0.44095059323586094,0.012924499517753346,20.0,68064000.0
