x,y,z,l,m
2.1,0.6409338202578381,0.0010754097191971136,16.0,25724928.0
2.2,0.6083468939367198,0.002186944961431527,16.0,35116032.0
2.3,0.5727599142676779,0.004348176509911043,16.0,44506112.0
2.4,0.5385685662571595,0.006171554234552748,16.0,53964800.0
2.5,0.506266055389238,0.007957938273895121,16.333333333333332,67314574.33333333
2.6,0.48039969148107187,0.0005438846364138883,16.0,72163328.0
