x,y,z,l
0.2,4,159252480,26304
0.4,6,1105920000,175176
0.6000000000000001,8,10569646080,620032
0.8,10,26011238400,1611000
1.0,12,44040192000,3475008
1.2,12,53288632320,4166208
1.4000000000000001,12,66437775360,4857408
1.6,14,98650030080,8810984
1.8,15,114504499200,12187125
2.0,16,140928614400,16429056
