Time,Cost
0.0,"[ 7.1  8.5  9.4 10.5 11.8 12.3 12.9 13.8 14.9 16.1 17.6 19.1 19.8 20.8
 22.2 23.9 24.8 26.2 27.8 28.4 29.4 30.3 30.8 31.2 31.4 31.8 32.  32.
 32.  32.  32.  32.  32.  32.  32.  32.  31.9 32.  32.  32.  32.  32.
 32.  32.  32.  32.  32.  32.  32.  32. ]"
1.0,"[Decimal('5886443520') Decimal('15947988992') Decimal('27185577984')
 Decimal('38607912960') Decimal('57948504064') Decimal('68501372928')
 Decimal('79976988672') Decimal('97052000256') Decimal('117264351232')
 Decimal('137241821184') Decimal('168359362560') Decimal('192556302336')
 Decimal('212600881152') Decimal('223338299392') Decimal('238370684928')
 Decimal('256624295936') Decimal('266287972352') Decimal('281320357888')
 Decimal('298500227072') Decimal('304942678016') Decimal('315680096256')
 Decimal('325343772672') Decimal('330712481792') Decimal('335007449088')
 Decimal('337154932736') Decimal('341449900032') Decimal('343597383680')
 Decimal('343597383680') Decimal('343597383680') Decimal('343597383680')
 Decimal('343597383680') Decimal('343597383680') Decimal('343597383680')
 Decimal('343597383680') Decimal('343597383680') Decimal('343597383680')
 Decimal('342523641856') Decimal('343597383680') Decimal('343597383680')
 Decimal('343597383680') Decimal('343597383680') Decimal('343597383680')
 Decimal('343597383680') Decimal('343597383680') Decimal('343597383680')
 Decimal('343597383680') Decimal('343597383680') Decimal('343597383680')
 Decimal('343597383680') Decimal('343597383680')]"
