trotter1,trotter2,TEPAI
"[90.275, 180.55, 270.82500000000005, 361.1, 451.375, 541.6500000000001, 631.9250000000001, 722.2, 812.475, 902.75, 993.0250000000001, 1083.3000000000002, 1173.575, 1263.8500000000001, 1354.125, 1444.4, 1534.6750000000002, 1624.95, 1715.2250000000001, 1805.5, 1895.775, 1986.0500000000002, 2076.3250000000003, 2166.6000000000004, 2256.875, 2347.15, 2437.425, 2527.7000000000003, 2617.9750000000004, 2708.25, 2798.525, 2888.8, 2979.0750000000003, 3069.3500000000004, 3159.625, 3249.9, 3340.175, 3430.4500000000003, 3520.7250000000004, 3611.0]","[120.275, 240.55, 360.82500000000005, 481.1, 601.375, 721.6500000000001, 841.9250000000001, 962.2, 1082.4750000000001, 1202.75, 1323.025, 1443.3000000000002, 1563.575, 1683.8500000000001, 1804.125, 1924.4, 2044.6750000000002, 2164.9500000000003, 2285.225, 2405.5, 2525.775, 2646.05, 2766.3250000000003, 2886.6000000000004, 3006.875, 3127.15, 3247.425, 3367.7000000000003, 3487.9750000000004, 3608.25, 3728.525, 3848.8, 3969.0750000000003, 4089.3500000000004, 4209.625, 4329.900000000001, 4450.175, 4570.45, 4690.725, 4811.0]","[226.88839303906494, 453.7767860781299, 680.6651791171948, 907.5535721562597, 1134.4419651953247, 1361.3303582343897, 1588.2187512734545, 1815.1071443125195, 2041.9955373515845, 2268.8839303906493]"
