x,y,N
0.0,1.0,
0.05,0.9998124054767275,1
0.1,0.9992495119155906,1
0.15000000000000002,0.9983109912922891,1
0.2,0.9969963072448135,1
0.25,0.9953047316973416,1
0.30000000000000004,0.993235365363188,1
0.35000000000000003,0.9907871648943753,1
0.4,0.9879589762897193,1
0.45,0.9847495728422514,1
0.5,0.9811576987444779,1
