snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
2.500000000000000000e+00,5.951823497139737684e-01
5.000000000000000000e+00,7.018346759597671181e-02
7.500000000000000000e+00,2.848942797466321730e-01
1.000000000000000000e+01,7.490923558636162216e-01
1.250000000000000000e+01,7.102997127218042550e-01
1.500000000000000000e+01,4.292955751740474279e-01
1.750000000000000000e+01,3.744057416824290163e-01
2.000000000000000000e+01,4.955310019472820016e-01
2.250000000000000000e+01,5.349468463556652509e-01
2.500000000000000000e+01,4.999770996269517487e-01
