x,y
2.0,0.6725406487530712
2.1,0.6398275372352273
2.2,0.6068014718419122
2.3,0.5738741196931266
2.4,0.5414713165816887
2.5,0.5100168130872675
2.6,0.47991571304816794
2.7,0.45153869657790263
2.8,0.4252080490954414
2.9,0.40118636274582775
3.0,0.3796685569283943
