snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
1.000000000000000000e+00,5.774495339647374159e-01
2.000000000000000000e+00,2.415349266086302960e-02
3.000000000000000000e+00,2.839249886726314953e-01
4.000000000000000000e+00,9.124565930194645791e-01
5.000000000000000000e+00,8.455508139741731988e-01
6.000000000000000000e+00,1.970536534991830790e-01
7.000000000000000000e+00,6.005019281300449929e-02
8.000000000000000000e+00,6.541924512930291646e-01
9.000000000000000000e+00,9.927748184477988014e-01
1.000000000000000000e+01,4.976325204636343758e-01
