x,y,z
0.0,5.0,777912320
0.1,5.0,1015808000
0.2,6.0,3709337600
0.30000000000000004,7.5,6193152000
0.4,8.0,7156531200
0.5,9.0,14739701760
0.6000000000000001,9.5,19652935680
0.7000000000000001,9.5,22460497920
0.8,10.0,29727129600
0.9,11.0,34516500480
1.0,11.5,37984665600
1.1,12.0,39636172800
1.2000000000000002,12.5,51298959360
1.3,12.5,57671680000
1.4000000000000001,12.5,60670607360
1.5,12.5,63438848000
1.6,12.5,63438848000
1.7000000000000002,13.0,68975329280
1.8,12.5,69206016000
1.9000000000000001,13.0,81516298240
2.0,13.5,88332042240
2.1,14.5,110687682560
2.2,15.0,114504499200
2.3000000000000003,15.0,123312537600
2.4000000000000004,15.5,132120576000
2.5,16.0,140928614400
2.6,17.5,165150720000
2.7,18.0,169869312000
2.8000000000000003,18.0,175531622400
2.9000000000000004,18.5,192602439680
3.0,19.5,209379655680
3.1,19.5,209379655680
3.2,20.5,220117073920
3.3000000000000003,20.5,220117073920
3.4000000000000004,21.0,225485783040
3.5,22.5,241591910400
3.6,22.5,241591910400
3.7,23.0,246960619520
3.8000000000000003,23.5,252329328640
3.9000000000000004,24.0,257698037760
