Time,Cost
0.0,"[4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4.]"
1.0,"[Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024')]"
