x,y,z
0.1,3.6,204292096.0
0.2,6.4,3996450816.0
0.30000000000000004,7.6,11637096448.0
0.4,9.6,21902655488.0
0.5,10.1,29871833088.0
0.6,11.8,58484326400.0
0.7000000000000001,12.4,68801265664.0
0.8,13.7,96787759104.0
0.9,14.5,109735575552.0
1.0,15.2,122142326784.0
