trotter1,trotter2,TEPAI
"[367.775, 735.55, 1103.3249999999998, 1471.1, 1838.875, 2206.6499999999996, 2574.4249999999997, 2942.2, 3309.975, 3677.75, 4045.5249999999996, 4413.299999999999, 4781.075, 5148.849999999999, 5516.625, 5884.4, 6252.174999999999, 6619.95, 6987.724999999999, 7355.5, 7723.275, 8091.049999999999, 8458.824999999999, 8826.599999999999, 9194.375, 9562.15, 9929.925, 10297.699999999999, 10665.474999999999, 11033.25, 11401.025, 11768.8, 12136.574999999999, 12504.349999999999, 12872.125, 13239.9, 13607.675, 13975.449999999999, 14343.224999999999, 14711.0]","[525.275, 1050.55, 1575.8249999999998, 2101.1, 2626.375, 3151.6499999999996, 3676.9249999999997, 4202.2, 4727.474999999999, 5252.75, 5778.025, 6303.299999999999, 6828.575, 7353.849999999999, 7879.125, 8404.4, 8929.675, 9454.949999999999, 9980.225, 10505.5, 11030.775, 11556.05, 12081.324999999999, 12606.599999999999, 13131.875, 13657.15, 14182.425, 14707.699999999999, 15232.974999999999, 15758.25, 16283.525, 16808.8, 17334.075, 17859.35, 18384.625, 18909.899999999998, 19435.175, 19960.45, 20485.725, 21011.0]","[np.float64(66.50082486397882), np.float64(133.00164972795764), np.float64(199.50247459193645), np.float64(266.0032994559153), np.float64(332.5041243198941), np.float64(399.0049491838729), np.float64(465.50577404785173), np.float64(532.0065989118306), np.float64(598.5074237758093), np.float64(665.0082486397882)]"
