x,y,z
3.0,31.3,336081190912
3.1,31.7,340376158208
3.2,31.9,342523641856
3.3,31.9,342523641856
3.4,32.0,343597383680
3.5,32.0,343597383680
3.6,32.0,343597383680
3.7,32.0,343597383680
3.8,32.0,343597383680
3.9,32.0,343597383680
