x,y
0.1,0.9993467184491645
0.2,0.9973906018842695
0.3,0.9941414107635423
0.4,0.9896116499293
0.5,0.9838118156277724
0.6,0.976744942105545
0.7,0.9684014939665582
0.7999999999999999,0.9587556453034478
0.8999999999999999,0.9477638290829498
0.9999999999999999,0.9353661391969428
1.0999999999999999,0.9214907783822806
1.2,0.9060613233609133
1.3,0.8890061863617389
1.4,0.8702693440582671
1.5,0.8498212236993725
1.5999999999999999,0.8276686040873045
1.7,0.8038625047392176
1.8,0.7785032775215186
1.9,0.7517424413113147
2.0,0.7237811602891997
2.0999999999999996,0.6948656073105232
2.1999999999999997,0.6652797299434117
2.3,0.6353361174471776
2.4,0.6053657385602871
2.5,0.5757072889300014
2.6,0.5466967753077125
2.6999999999999997,0.5186578015579324
2.8,0.49189284497394997
2.9,0.4666756525375044
3.0,0.44324476943739527
3.0999999999999996,0.42179815056964154
3.1999999999999997,0.40248880059555225
3.3,0.3854214309861045
3.4,0.370650193595899
3.5,0.35817762633528216
3.5999999999999996,0.34795500326325846
3.6999999999999997,0.3398842973294138
3.8,0.3338219269831497
3.9,0.32958436653420087
4.0,0.326955563905606
