snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
2.399999999999999911e+00,9.788629279934495386e-01
4.799999999999999822e+00,9.573969016372181340e-01
7.199999999999999289e+00,9.142868153104624085e-01
9.599999999999999645e+00,8.720112656467366996e-01
1.200000000000000000e+01,8.582532174029258165e-01
1.439999999999999858e+01,8.174797814000436258e-01
1.680000000000000071e+01,7.985868844703449820e-01
1.919999999999999929e+01,7.599754227484161184e-01
2.159999999999999787e+01,7.126294187386114087e-01
2.400000000000000000e+01,6.795339653198557706e-01
