snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
2.000000000000000111e-01,9.940304278959468665e-01
4.000000000000000222e-01,9.550919337343474202e-01
6.000000000000000888e-01,8.874322576790838468e-01
8.000000000000000444e-01,8.531776587389978683e-01
1.000000000000000000e+00,8.589373223319508588e-01
1.200000000000000178e+00,8.292246786071413300e-01
1.400000000000000133e+00,7.470408362609854969e-01
1.600000000000000089e+00,6.853525292243571876e-01
1.800000000000000044e+00,6.791800752568964983e-01
2.000000000000000000e+00,6.859837313026501127e-01
