x,y,z
0.0,5.333333333333333,1387178666.666666666666666667
0.1,5.666666666666667,2151765333.333333333333333333
0.2,6.333333333333333,3892838400
0.30000000000000004,7.333333333333333,6376652800
0.4,7.666666666666667,9106227200
0.5,8.333333333333334,13725859840
0.6000000000000001,9.0,19143720960
0.7000000000000001,9.0,21029191680
0.8,9.333333333333334,25621954560
0.9,10.0,28704768000
1.0,11.0,37544263680
1.1,11.333333333333334,40831549440
1.2000000000000002,12.0,47521464320
1.3,12.333333333333334,58286844586.66666666666666667
1.4000000000000001,12.333333333333334,64438490453.33333333333333333
1.5,12.333333333333334,64438490453.33333333333333333
1.6,12.666666666666666,66283984213.33333333333333333
1.7000000000000002,12.666666666666666,68283269120
1.8,13.0,76336332800
1.9000000000000001,13.0,78335617706.66666666666666667
2.0,13.333333333333334,85060485120
2.1,14.0,101781777066.6666666666666667
2.2,14.666666666666666,114895967573.3333333333333333
2.3000000000000003,15.0,126248550400
2.4000000000000004,15.333333333333334,129184563200
2.5,16.333333333333332,144298038613.3333333333333333
2.6,17.333333333333332,163787571200
2.7,17.666666666666668,170498457600
2.8000000000000003,18.333333333333332,176999628800
2.9000000000000004,18.666666666666668,192155047253.3333333333333333
