x,y,z
1.0,11.0,32296140800
1.1,11.666666666666666,35721489066.66666666666666667
1.2,12.0,41984983040
1.3,12.333333333333334,54595857066.66666666666666667
1.4,12.333333333333334,62592996693.33333333333333333
1.5,12.333333333333334,62592996693.33333333333333333
1.6,12.666666666666666,70128762880
1.7000000000000002,12.333333333333334,68283269120
1.8,13.0,71974256640
1.9,13.333333333333334,75819035306.66666666666666667
2.0,13.666666666666666,89422561280
2.1,14.333333333333334,101418270720
2.2,14.333333333333334,112155688960
2.3,15.0,123312537600
2.4000000000000004,15.333333333333334,126052816213.3333333333333333
2.5,16.0,137796867413.3333333333333333
2.6,16.0,147639500800
2.7,17.0,160432128000
2.8,17.666666666666668,174063616000
2.9000000000000004,18.333333333333332,188575907840
