x,y,errorbars
0.01,0.9999912053718841,2.729914031359743e-06
0.02,0.9999552036357144,1.8032577527630766e-05
0.03,0.9999091110453987,3.3411398700246804e-05
0.04,0.9998412748569535,5.4848534216784e-05
0.05,0.9997381204736528,5.136025455403449e-05
0.060000000000000005,0.9996333801751923,8.391584428208759e-05
0.06999999999999999,0.9995081315634792,0.00010046218953266867
0.08,0.9994046473069481,0.00010848794050510233
0.09,0.9993017514353173,0.00015466593664434136
0.09999999999999999,0.9991607597946087,0.00019117003161434396
0.11,0.9990445442561032,0.00021406745137152837
0.12,0.9988835826274454,0.0002602702495902054
0.13,0.9986634659012662,0.0002427115629275812
0.14,0.9984007702115687,0.00029050022594307085
0.15000000000000002,0.9981481649549439,0.00031850477727100824
0.16,0.997951444308157,0.000345608941998515
0.17,0.9976080884467688,0.00044814291448341993
0.18000000000000002,0.9972751603551389,0.0004874381741830213
0.19,0.9970533370905305,0.0005268496735475432
0.2,0.9967506300309175,0.0005881952302970528
