x,y,errorbars
0.01,0.9999828225143829,1.4567735454558774e-05
0.020000000000000004,0.9999456412876796,4.297788447431027e-05
0.030000000000000006,0.9998912338742114,7.524890072483445e-05
0.04000000000000001,0.9998105074585046,0.0001110644824809095
0.05000000000000001,0.9997316661135727,0.00015112930712893815
0.06000000000000001,0.9996359137418945,0.0001870990755893233
0.07,0.9995377105265929,0.00023150084426055802
0.08,0.9994069945116324,0.0002587696825978795
0.09000000000000001,0.9992533233300093,0.0003184327801772358
0.1,0.9990947536961877,0.0003936918237078899
