x,y,N
0.0,1.0,
0.4,0.9879589620461068,1
0.8,0.9515135523426232,1
1.2000000000000002,0.8904255607232818,1
1.6,0.8063758073904959,1
2.0,0.7048851075670888,1
2.4000000000000004,0.5959816789584953,1
2.8000000000000003,0.4927660336465589,1
3.2,0.4081965184433047,1
3.6,0.3515225074883941,1
4.0,0.3260581849208193,10
