x,y,errorbars
0.0,1.0,0.0
0.1,0.9991517670001885,6.659724088098931e-05
0.2,0.996823882625541,0.00010929865078905282
0.30000000000000004,0.9930515755095274,3.884040594828397e-05
0.4,0.9879993143559714,0.0002063240779544195
0.5,0.9815708304728957,0.00036551595059599896
0.6000000000000001,0.9732025753729087,0.0005152494540392092
0.7000000000000001,0.9639323531663999,0.0011665109000012495
0.8,0.9540005168150868,0.0018627063620876745
0.9,0.9424206170907304,0.002572047315578908
1.0,0.9302092484596001,0.0029624966693247265
1.1,0.9176910503451614,0.002480653518806796
1.2000000000000002,0.9044127863719073,0.0031688771083474357
1.3,0.8907039227568899,0.0036420408974882014
1.4000000000000001,0.8758217689181214,0.0031189525695356664
1.5,0.8609405332480685,0.004342731251886765
1.6,0.8445587623814902,0.0033243816273908545
1.7000000000000002,0.8291108127113399,0.0027948281182583754
1.8,0.8129183980606914,0.0013278988521471238
1.9000000000000001,0.7959333929416429,0.002608938003490566
2.0,0.781509698231068,0.0028455824954724002
2.1,0.7653956277019014,0.0041608746998253714
2.2,0.7501243219530772,0.005069421859235574
2.3000000000000003,0.7331006072157411,0.005977371669316358
2.4000000000000004,0.7190598796987163,0.008074666943314735
2.5,0.7044578798059974,0.008950981882987681
2.6,0.6902368088142472,0.009230370530630024
2.7,0.6778464315856662,0.011057171296409549
2.8000000000000003,0.6631600511996676,0.011781457575630531
2.9000000000000004,0.6493257628778855,0.012030704639296858
3.0,0.6352524282886112,0.010334502356286954
