run,indices,signs,weights,results
11,"[3260, 6201, 2939, 1335, 265, 6044, 3443, 3699, 5417, 5258]","[1, 1, -1, 1, 1, -1, 1, 1, -1, -1]","[1, 1.0820604580516013, 1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, -2.033591609674569, 2.200469068654355]","[1, 1.0763069727474035, 1.1531794200196044, -1.2438057057167022, -1.3285186346931022, -1.403636389070296, 1.4647769144366776, 1.491554087488308, 1.520061910834362, -1.5308135330794064, 1.641787307126139]"
12,"[5139, 80, 5789, 2259, 4615, 1163, 4812, 2361, 1574, 6281]","[1, -1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, 2.200469068654355]","[1, 1.0788377904352242, -1.163250890931569, -1.248292722731929, -1.336210023075226, -1.4194428579002953, -1.4982662562473668, -1.581025693468242, -1.65473218949489, -1.7440623147086538, 1.781264125583581]"
13,"[6003, 4109, 7519, 6055, 8185, 3531, 5757, 3835, 1902, 2805]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0794807717568913, 1.1644315973684416, 1.2516567214597993, 1.3307329081424093, 1.4065845705851225, 1.479694968928304, 1.5357804063365335, 1.6246199509404085, 1.6631915320067334, 1.758718351112796]"
14,"[1873, 2395, 6306, 2625, 7677, 6158, 2957, 4786, 1403, 5024]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.079207536254002, 1.1622983786124366, 1.2452807258329928, 1.336394396115691, 1.4217347803978038, 1.5189454488525587, 1.5886359341958927, 1.6583794884187033, 1.7302297462821004, 1.8043007335465118]"
15,"[5495, 7800, 1263, 3322, 4292, 2627, 7094, 6572, 8202, 6505]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0773610988235363, 1.1609697507014, 1.247208291848368, 1.3369653152787215, 1.4320092115423282, 1.5410246309885363, 1.6582971751864595, 1.767685068162939, 1.864618248188435, 1.9405663828536777]"
16,"[5561, 7727, 496, 8223, 4657, 6690, 6952, 1169, 5876, 1777]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.077783494656274, 1.1572702547737863, 1.2345317104953126, 1.315588892921432, 1.391631557805012, 1.4746960287026223, 1.5619044273224727, 1.673015426300267, 1.7897343149671041, 1.8491749875020713]"
17,"[3132, 2781, 2971, 1649, 1995, 7580, 2040, 2360, 6400, 6447]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0758386560341922, 1.1522467170459707, 1.2237511887852561, 1.3005365281848507, 1.389943449365926, 1.4756432116650604, 1.5583713190289623, 1.637830144435065, 1.7555559385804784, 1.885169341458048]"
18,"[2823, 3999, 7591, 4721, 8233, 5975, 3902, 6330, 6508, 2771]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0760024050008992, 1.1609642705546002, 1.2423603097577378, 1.3202344566783408, 1.4096213273967717, 1.4945521393990002, 1.5875604146913798, 1.6739469863003849, 1.7759716796638367, 1.8550498859886846]"
19,"[5718, 5977, 888, 6931, 4722, 6853, 421, 1424, 4820, 1711]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.077301117107667, 1.1590556995805295, 1.2440346029919445, 1.327565094458859, 1.4068839238875128, 1.4894527746707258, 1.5702166611438249, 1.6570822897422075, 1.734498695898571, 1.8467542432908253]"
20,"[7630, 3154, 4823, 898, 4712, 4368, 3078, 4347, 2236, 5119]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0783805044176389, 1.1606765055868584, 1.243907255546885, 1.327780341982149, 1.408843249289431, 1.4847965844020317, 1.5656927055070902, 1.6228790695146569, 1.6826363482802063, 1.7691280423069273]"
21,"[1630, 4140, 6918, 3728, 3918, 8049, 2978, 6981, 6056, 5854]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0784696036619925, 1.1595607161565415, 1.2477262220207297, 1.3385697177874625, 1.4277442480137827, 1.519767617105659, 1.6156127387517618, 1.7195163180178312, 1.78297921007144, 1.8537684935214116]"
22,"[4981, 2918, 3613, 3573, 3190, 1642, 192, 681, 4541, 4698]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.079900581051357, 1.164018360851371, 1.2501127961429592, 1.3327048761518325, 1.422582971216851, 1.513656430929786, 1.6153587310983817, 1.6976349015479402, 1.7655956217937265, 1.7890638615772596]"
23,"[1401, 6585, 4716, 4253, 182, 4037, 1263, 1974, 3390, 4722]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0792600801676864, 1.1551873535946593, 1.2289320220974234, 1.321361689277962, 1.4039322053485013, 1.464068017733346, 1.5018407040508628, 1.598801221133426, 1.7619868250120247, 1.9216830403017369]"
24,"[310, 1337, 3356, 7204, 4039, 3879, 6858, 5370, 1976, 5766]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0787601329662915, 1.1613049198540821, -1.247876897417705, -1.3399136240475324, -1.4347968148903125, -1.5188660171898332, -1.5720981797871545, -1.6095530003640133, -1.6889061258648768, -1.7616919615054516]"
25,"[5975, 3209, 1921, 863, 3776, 1038, 242, 2637, 7997, 5449]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0800961380468572, 1.1633100072981057, 1.2486231941850867, 1.330479171232422, 1.4157508023724852, 1.500786946336069, 1.5836153487941873, 1.6922948562666968, 1.8189182436016353, 1.929439161529838]"
26,"[942, 3572, 389, 3047, 1049, 2091, 3334, 2172, 35, 6050]","[1, 1, 1, 1, -1, 1, -1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, -1.483397812002685, -1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0779745383479709, 1.1609781082516135, 1.2414277127091644, 1.322467973279487, -1.4038950442828722, -1.477317597489643, 1.5413082395804694, 1.6496118744744224, 1.7398833963635854, 1.8627930860696948]"
27,"[3966, 4688, 1534, 1983, 5492, 2234, 5633, 5061, 7733, 5540]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0787803315725406, 1.1614419967857255, 1.244994341346237, 1.33501762173504, 1.433103669884028, 1.5326249429594592, 1.6124358450879408, -1.6852935878487916, -1.7513217235124257, -1.7485669385133067]"
28,"[6080, 2466, 1124, 5324, 2612, 3356, 7217, 7313, 5397, 2744]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0774105049919187, 1.1603012343730947, 1.248422464491214, 1.3369644427908698, 1.428048830602446, -1.4996814289416496, -1.5825984266920528, -1.7108473982018968, -1.8271174215975972, -1.9522352766410507]"
29,"[6088, 7640, 3307, 1802, 5509, 2811, 7889, 2598, 700, 3767]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0776089836423723, 1.1604243220941557, 1.2459602038424924, 1.3383847175661752, 1.4388837428533672, 1.5346935259288337, 1.6196059924379471, 1.6953031735829214, 1.7738842200457583, 1.8460438307389557]"
30,"[2959, 1515, 4890, 3665, 785, 7128, 3612, 5870, 2411, 612]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.077912196808541, 1.1593129684585286, 1.2466220207876024, 1.3351141702262725, 1.4225780952194516, 1.5101495036613555, 1.6155388495047818, 1.681976540365957, 1.7730110491279842, 1.8606070102369172]"
31,"[3726, 1829, 2466, 6174, 4731, 7142, 1783, 2689, 1270, 897]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0794548602433158, 1.1576316861330371, 1.2488067450203084, 1.3360465356473392, 1.4188236698268424, 1.4976581400278008, 1.5881111508560413, 1.6669637167172653, 1.769169500463716, 1.8799661182254563]"
32,"[971, 7451, 3581, 731, 2275, 562, 3079, 5268, 5154, 565]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0787067941603006, 1.1628264378453181, 1.2492288137155982, 1.3386648701411827, 1.4234242540312603, 1.5043232922357062, 1.5649051626638575, 1.6256249450122302, 1.6979949232921514, 1.7768906320456461]"
33,"[1856, 4325, 2846, 8086, 5676, 1365, 7047, 12, 5060, 6848]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0793473647119993, 1.1635862634740886, 1.2520793581748062, 1.3389500487610362, 1.4180621892205105, 1.4990752128946347, 1.5670606624031576, 1.6416538810160268, 1.696611914664823, 1.7430245090014356]"
34,"[6185, 8008, 2602, 7706, 1722, 6583, 8091, 3042, 5807, 2303]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, -2.200469068654355]","[1, 1.0777684059383297, 1.1638459238834469, 1.246687806284185, 1.3313562066812867, 1.4169783153806932, 1.4995784007791577, 1.5576986941404698, 1.574458855085476, 1.616649017578375, -1.6152556136637424]"
35,"[2322, 443, 3666, 8048, 282, 466, 1512, 2886, 2386, 1448]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0789185801519559, 1.1633421034526705, 1.2493112573746135, 1.3386874337173917, 1.4269371133568565, 1.5103846236572935, 1.5745571430352976, 1.6754813281275458, 1.792759329808334, 1.9344910509638114]"
36,"[6761, 5872, 3622, 3041, 208, 6715, 7757, 6330, 5918, 2314]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.075697209696268, -1.1594304104944808, -1.244921702903992, -1.3305606832928705, -1.4278159886958226, -1.5236133438208752, -1.6016926000810516, -1.6946163705582686, -1.809036134962674, -1.9122134248231275]"
37,"[5310, 6313, 4910, 4621, 3857, 4340, 2761, 7101, 5880, 1962]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0750755372163734, 1.1630150045437986, 1.2503633973194879, 1.3386062065046958, 1.4167061235487501, 1.4923798262677672, 1.555006988600185, 1.6313444322055923, 1.726818007284605, 1.8852230394311988]"
38,"[5801, 5827, 4723, 7623, 7290, 2474, 5458, 4362, 3500, 7607]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0745591940625676, 1.1563116127092943, 1.2412049900858173, 1.3217397907987052, 1.4022736052659828, 1.4885383382150426, 1.5755328783299634, 1.6546957650823533, 1.7352971712278273, 1.7896416310049907]"
39,"[6520, 2845, 6851, 1042, 4946, 4505, 6056, 1706, 1239, 738]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0788566706582332, 1.1631306730169522, 1.248396910610064, -1.331398941589532, -1.3905336147476155, -1.475601698586538, -1.5260786933711838, -1.5720123625626086, -1.6500807542315725, -1.775350299006187]"
40,"[5237, 442, 6927, 1505, 6018, 967, 1487, 4673, 3729, 6442]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.076919509273184, 1.1556043703256746, 1.2352574134410428, 1.3160483861688714, 1.4079177408129842, 1.483740561765309, 1.5565400019625526, 1.6542638368075966, 1.6972016397827785, 1.7316242634405596]"
41,"[7410, 7165, 4918, 6555, 3841, 2550, 184, 2306, 5402, 5044]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.075794965301145, 1.1568429105599956, 1.2377980070211403, 1.3246153366066666, 1.409260201394778, 1.4762761978252037, 1.5416028993991777, 1.6406626833634999, 1.763301247234293, 1.8425453166929568]"
42,"[6318, 1656, 6434, 864, 778, 4807, 3758, 1349, 1755, 8237]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0793685648100024, 1.160917940313082, 1.2466558155457719, 1.319945016920878, 1.3683804785405027, 1.4319562564934893, 1.5317480920076618, 1.6302886856941172, -1.7429804441185228, -1.8650693215630811]"
43,"[2698, 4046, 5285, 4464, 420, 5400, 2449, 2213, 1884, 8029]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0780279979665879, 1.1595904240725998, 1.2448154874794581, 1.3214685557606645, 1.3953240237960036, 1.4693131983333072, 1.5619762694930979, 1.6266801967663835, 1.7257016709186002, 1.814823096184449]"
44,"[2873, 1034, 6314, 1329, 3690, 5707, 6539, 6340, 6115, 3148]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0768919212736496, 1.1556718914699091, 1.2338582707910368, 1.3045713113685147, 1.3833611146621565, 1.4694392148298692, 1.5505235498984347, 1.662957432420507, 1.7233666552880615, 1.8534821238293857]"
45,"[971, 1541, 2570, 1628, 6263, 2361, 959, 3419, 2979, 4865]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0787067941603006, 1.1562189828930522, 1.2342754637139175, 1.310398694342012, 1.3940588105054088, 1.4710611234281548, 1.568010541628518, 1.665426392732294, -1.7538622090286327, -1.830923350160018]"
46,"[7278, 173, 3944, 3307, 7994, 5679, 5051, 6890, 4877, 2022]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.078445216956903, 1.1615110334591383, 1.244198864999478, 1.3356401247658156, 1.4286165805285285, 1.5302552461483658, 1.6118485235121287, 1.6173716807468457, 1.6744722162519659, 1.6726338940780057]"
47,"[3509, 990, 4225, 3029, 5935, 7391, 7904, 6895, 5418, 7529]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0786896253202434, 1.155569480422418, 1.2479081562812169, -1.3324820158668755, -1.4070202598987587, -1.4857348711413954, -1.5626666379903797, -1.6409115660867837, -1.6919530151791984, -1.7917853011241496]"
48,"[2588, 4797, 428, 1707, 5196, 1361, 6041, 462, 5057, 3251]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0794750100418526, 1.1616181137956763, 1.2419251054905078, 1.325362572143271, 1.412698376699931, 1.505334136426521, 1.5809989571792797, 1.643891406234018, 1.7099991357971238, 1.761435348343576]"
49,"[5767, 5246, 2624, 2658, 7916, 2667, 210, 5352, 639, 2737]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0791035843496646, 1.1606876378737396, 1.2485297606269172, 1.3379384963534164, 1.4333407271798364, 1.5211621054011837, 1.6129013227933384, 1.676350213519196, 1.7571709766091976, 1.8504556782069639]"
50,"[6853, 3397, 3746, 5329, 748, 2842, 4127, 3444, 3281, 7840]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0780268090480136, 1.1600387503532774, 1.2462438305975991, 1.3364430996792924, 1.4196125302805331, 1.5180927983742372, 1.6168739418080622, 1.7193583120543559, 1.8536494620561594, 1.9707413569421819]"
