run,indices,signs,weights,results
1,"[561, 72, 385, 467, 154, 971, 46, 739, 601, 130]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0757610361158945, 1.1576136116901334, 1.2308464587979517, 1.326162257909723, 1.4113751606671552, 1.4950911796206072, 1.5824425367288537, 1.6714829226554313, 1.7031813417186203, 1.7635357999976655]"
2,"[198, 284, 708, 432, 556, 361, 652, 969, 737, 315]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.078380974285206, -1.1625279447057446, -1.2432460067399578, -1.3296241732210983, -1.4215296540218803, -1.5047525798357149, -1.5850438304736056, -1.6500975578004458, -1.6864661777419623, -1.6954696317900668]"
3,"[724, 641, 53, 294, 283, 136, 209, 340, 230, 462]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.079298902431846, 1.160830079748158, 1.2428598922572112, 1.3246243092456857, 1.3972307636074606, 1.4693280334567822, 1.540933998457585, 1.6376837661921417, -1.7232818824377367, -1.7559656330619067]"
4,"[143, 217, 884, 375, 991, 192, 705, 304, 932, 771]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.079545191916728, 1.1576310877457312, 1.2448611120419155, 1.3226864573870736, 1.4100767066729063, 1.490895690115575, 1.5388312391885788, 1.5549362326138518, 1.6458509719926735, 1.737713933637513]"
5,"[431, 290, 596, 961, 430, 540, 402, 221, 42, 537]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0793021690200029, 1.1632959432291985, 1.2509315425832621, 1.334059349750453, 1.4165562387075201, 1.4983842737970972, 1.5825254458565048, 1.6798376929484986, 1.7637155217425953, 1.8692037915235542]"
6,"[196, 850, 623, 587, 838, 766, 745, 864, 579, 243]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0725977246899987, 1.1577025083217567, 1.2460454925863889, -1.3407599338050458, -1.4411178430547187, -1.5400244408540762, -1.6459846354236536, -1.7228897530792149, -1.7992870685757612, -1.8395623674995212]"
7,"[654, 510, 793, 92, 726, 735, 22, 286, 285, 618]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0788450149429234, 1.1597959471928008, 1.2447856338739351, 1.3293393998108722, 1.4198413969363477, 1.5111829251426578, 1.6097308571792481, 1.7156413349426385, 1.7952193453422434, 1.895236085975217]"
8,"[811, 889, 960, 368, 589, 489, 394, 360, 431, 887]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0796328165082159, -1.1646101262819781, -1.2526479322161594, -1.3328286122987314, -1.4229475578802857, -1.497051308023508, -1.5607274065600445, -1.6627730586613312, -1.7497319860083373, -1.8369770837383605]"
9,"[695, 734, 72, 458, 80, 725, 333, 653, 865, 793]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0766667927023372, 1.1510962313807753, 1.2450488713104093, 1.3335147305515613, -1.4194999445033525, -1.5086792879354383, -1.5746422203418289, -1.6251403468264707, -1.7359593596796765, -1.8029328933998767]"
10,"[350, 692, 59, 749, 153, 620, 832, 979, 540, 4]","[-1, 1, 1, 1, -1, 1, 1, 1, 1, -1]","[1, -1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, -2.200469068654355]","[1, -1.0774525929052898, -1.1110837504302822, -1.0499629146492848, -0.92648688374325, 0.8588167905169184, 0.8540890418121642, 0.917823973737846, 1.0624054474506228, 1.2210046262680898, -1.4581123591918714]"
11,"[707, 231, 438, 438, 801, 855, 630, 645, 315, 894]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0772311868936388, 1.159214152281968, 1.2422863626563723, 1.3197095480208998, 1.387964887757085, 1.4596615372781754, 1.5415944029574826, 1.5994038531105248, 1.6816039956131998, 1.7603036951122555]"
12,"[17, 364, 718, 722, 923, 589, 72, 834, 965, 169]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0778871474752723, 1.161085508541777, 1.2410309803644308, 1.323341505745477, 1.3974813482027735, 1.4771414788607187, 1.5647742491247991, 1.6554154738078397, 1.741898210408827, 1.857171184567513]"
13,"[274, 712, 688, 977, 913, 174, 132, 119, 496, 367]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0776673684838782, -1.1630074424862242, -1.2541892539445674, -1.3447859727428373, -1.4379623655757834, -1.5140947180751745, -1.5655586715808136, -1.6001502098360885, -1.6161042650618642, -1.6265889411397125]"
14,"[968, 188, 836, 601, 869, 430, 478, 297, 176, 741]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0715921592120468, 1.1511614526650722, 1.2338626553003071, 1.3198339727715687, 1.4126859074714722, 1.5140342310995567, 1.5978576216428206, 1.6730975869789677, 1.731750555286663, 1.8077596297970209]"
15,"[841, 49, 96, 840, 233, 905, 93, 963, 731, 525]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0795275821584267, 1.1641185821323083, 1.2534021588206974, 1.3429570074175416, 1.433379378022211, 1.503327316058472, 1.5209166550633144, 1.5589056737962061, 1.5745237059395976, 1.6595476880623372]"
16,"[434, 564, 188, 951, 83, 893, 618, 957, 368, 306]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0752852612681194, 1.1472336855433976, 1.2312087231244027, 1.3166565548267697, 1.3799162225308084, 1.4757100999514827, 1.572203324786676, 1.6530309767506202, 1.7049387491596273, 1.7901850461232236]"
17,"[990, 409, 549, 963, 800, 293, 298, 216, 552, 847]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.079323879936083, 1.161205478817311, 1.2464369152218095, 1.3336113691955662, 1.4141073391745778, 1.5013423865133189, 1.5798609590598731, 1.651098113220874, 1.7342483875022825, 1.8623073395536398]"
18,"[42, 661, 392, 197, 19, 128, 428, 783, 618, 666]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0782300915851384, 1.1609547741360782, 1.2483478284931484, 1.3345920396347748, 1.4257318822621479, 1.520624451484403, 1.6083900309611023, 1.6918694860957326, 1.7991662494813487, 1.9059201059969884]"
19,"[882, 584, 644, 904, 755, 984, 416, 874, 129, 50]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0769894613143305, 1.16002758398178, 1.2435030372389975, 1.3325805483971995, 1.4191549111045467, 1.5026892611738327, 1.5483712638257783, 1.6326035729853263, 1.732728808810287, 1.8560069531046706]"
20,"[492, 737, 802, 283, 501, 114, 706, 24, 111, 59]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0706283067695124, 1.149321733167376, 1.2222621334335693, 1.2963866484352677, 1.3850820244232882, 1.4575913388777113, 1.5309092710543106, -1.5721870451727122, -1.6472522496247564, -1.7349337602015669]"
21,"[314, 158, 849, 230, 110, 884, 533, 668, 658, 145]","[1, -1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, -1.1708548348788401, -1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0782517012644768, -1.1579791012660983, -1.247054593365211, 1.3295700071859364, 1.4199350229669132, 1.5015271239380679, 1.5942026574228314, 1.717502182200136, 1.858835611247043, 1.9883676732359068]"
22,"[639, 802, 928, 357, 639, 63, 454, 490, 864, 399]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0779934361087438, 1.1596556374253661, 1.2410299284810078, 1.3188384612563224, 1.3921992884487389, 1.461285290517272, 1.5347427923688928, -1.6100274238128938, -1.696373344215058, -1.8132198903014247]"
23,"[65, 413, 143, 959, 267, 496, 596, 758, 995, 420]","[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0785360428193027, 1.158570650077989, 1.2455785112197626, 1.319783950584669, -1.4066428662856383, -1.4814252117253521, -1.5767763176173366, -1.6799526820207142, 1.725007583688839, 1.8253003425438525]"
24,"[895, 286, 23, 100, 630, 764, 326, 924, 866, 88]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.075439736446677, 1.1510550293231507, 1.231174645344337, 1.321408408780462, 1.4188497584912503, 1.507722587555053, 1.5943048418555885, 1.6487935275251677, 1.7189255083997754, 1.8097687572805878]"
25,"[732, 415, 19, 364, 377, 846, 243, 699, 185, 844]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0793183171925307, 1.162516770554862, 1.2472841036627373, 1.3292849574183443, 1.409111408790108, 1.4711560503029286, 1.558797311724406, -1.6388628165557406, -1.7281740651433593, -1.7909039873343966]"
26,"[353, 684, 291, 433, 910, 167, 276, 494, 353, 832]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0789003921833096, -1.1613868397302438, -1.2448675196240941, -1.3272849653788377, -1.397698398300084, -1.4516824892195441, -1.5148760127802263, -1.5489075718258947, -1.5665525817124488, -1.6391644462265837]"
27,"[262, 125, 348, 720, 19, 913, 703, 119, 940, 976]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0798900453087008, 1.1643840168010113, 1.2510365706895723, 1.3368128276018736, 1.4200065375380284, 1.5026794378323352, 1.5859677524363278, 1.646255813562651, 1.7432995966632912, 1.8828704659947288]"
28,"[955, 882, 867, 23, 728, 865, 379, 316, 881, 884]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0795302949676044, 1.1632590197133543, 1.250531491754168, 1.3351041650217943, 1.4286435428927533, 1.5241247001091742, 1.6050042319642805, 1.6646161603770648, 1.7364574396793633, 1.7683294218200523]"
29,"[116, 296, 74, 541, 144, 318, 227, 104, 3, 798]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0772615539214463, 1.1558992576912337, 1.2383364792635387, 1.3203867798539068, 1.4100819095323656, 1.4866947307040432, 1.5481709855189416, 1.6234359552703503, 1.677257982124192, 1.7963289674933351]"
30,"[868, 121, 457, 247, 680, 378, 24, 733, 631, 205]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0794154449622855, 1.1617453036507521, 1.2435129247948096, 1.3194498253418843, 1.390119700373558, 1.456162835018222, -1.5123076286925141, -1.5787277070051648, -1.5842423586591226, -1.6356097488917818]"
31,"[981, 711, 47, 865, 807, 478, 402, 129, 19, 778]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, -2.200469068654355]","[1, 1.0784876127814085, 1.15883438798271, 1.2368167328889488, 1.3225732865496092, 1.3991985648764698, 1.4737840165972205, 1.557359127015465, 1.6523366015377015, 1.752789832313812, -1.885227161939523]"
32,"[508, 13, 11, 695, 22, 360, 374, 904, 576, 365]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.076903142476073, 1.1567070339438887, 1.2408795406476416, 1.3243343881628815, 1.4022793740391981, 1.4800143311583436, 1.5327316091613545, 1.5678224274507402, 1.6078732210763191, 1.7098986205616087]"
33,"[91, 302, 490, 529, 906, 930, 651, 9, 830, 456]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.077223187005225, 1.1616645121039513, -1.2478650520577523, -1.3359145555298515, -1.4148964371516706, -1.46736208818132, -1.5649421160499064, -1.6623631923794775, -1.7485185697825096, -1.8684795605616906]"
34,"[565, 435, 771, 758, 722, 183, 766, 61, 929, 300]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0786782916637485, 1.1617585109152138, 1.2412049310469955, 1.3281865151302343, 1.4155113965397739, 1.5054732332327754, 1.580066827329114, 1.6358231396460559, 1.7184566250320508, 1.7925634120625795]"
35,"[457, 39, 286, 884, 397, 767, 402, 663, 718, 464]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0768843091964417, 1.1582520781660934, 1.2362738281472845, 1.3220725780498772, 1.4184871871821527, 1.5229055268906702, 1.6342942418070447, 1.7324610512824536, 1.8172955697450597, 1.852743788652751]"
36,"[263, 704, 80, 924, 945, 997, 897, 543, 529, 173]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0788025918177528, 1.161659095167086, -1.2485965576636007, -1.3313779818441744, -1.416160319089341, -1.5054689882860444, -1.5937066868568583, -1.6692466091570854, -1.710574891085208, -1.779422823998562]"
37,"[483, 673, 457, 760, 898, 760, 809, 204, 189, 314]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.07944001857455, 1.1633246790592888, 1.2460428341587868, 1.331233762213081, 1.4088840320774572, 1.4781465685729582, 1.5629842634125384, 1.6262534060141791, 1.7108432015433621, 1.831367737488849]"
38,"[354, 374, 208, 453, 289, 27, 601, 669, 717, 811]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0777944643912891, 1.1540651523113725, 1.2314114466135804, 1.3153278052694692, 1.407622418068806, 1.4970156355202744, 1.584975432393154, 1.681069228488641, 1.8139034328936834, 1.9036981384070952]"
39,"[324, 30, 654, 562, 762, 821, 781, 145, 274, 299]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0761371306729586, 1.1570770303879256, 1.239797699955248, 1.3258118163468509, 1.4043825957972662, 1.4856003379987661, 1.5434596089801742, 1.5920058927958618, 1.6275625867865944, 1.7719269795283508]"
40,"[501, 375, 95, 154, 595, 588, 422, 921, 371, 229]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0778702233106305, 1.1551205094395147, 1.2352011786997126, 1.3207498039161338, 1.40124852042714, 1.490361659738079, 1.5789167316937682, 1.6170751568774842, 1.6615674417044592, 1.7320554617825334]"
41,"[771, 65, 203, 742, 751, 545, 760, 312, 872, 905]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0767056218657276, 1.161073771863827, 1.2432809720382605, 1.3321030648423258, 1.410243347110869, 1.5020014853009969, 1.5633768628665998, 1.6232213092778973, 1.6903153917611786, 1.7796519113026144]"
42,"[803, 749, 54, 71, 44, 339, 581, 913, 206, 422]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0798686050791562, 1.1612666839502808, 1.2316609444414446, 1.3119249294864963, 1.3925510949371036, 1.4583936365173702, 1.5422134489868746, 1.633613702149529, 1.7474621245526618, 1.866820127797004]"
43,"[893, 462, 544, 41, 549, 65, 458, 280, 497, 922]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0788585326101001, 1.1630546687385617, 1.2479182796520032, 1.3202292830947884, 1.3864285477079625, 1.4585654353388422, 1.5157738740146893, 1.582568272939852, 1.7100868772293827, 1.8022704734154453]"
44,"[441, 553, 452, 315, 442, 251, 964, 432, 394, 487]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0794771532600007, 1.1631205229698942, 1.2492657014513113, 1.3311406530688041, 1.4133359641131802, 1.4944709527915274, 1.5791739417435842, 1.6620682023443205, 1.7366606331128362, 1.7689071254789865]"
45,"[943, 295, 83, 929, 900, 324, 405, 470, 234, 458]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0791642624530868, 1.1626323851102267, 1.2441078191685833, 1.3250595876514106, 1.3787892914282631, 1.4648816028595992, 1.5356519239636088, 1.5600828928225687, 1.6084931948128525, 1.6666705369508048]"
46,"[58, 180, 271, 863, 620, 952, 659, 756, 404, 909]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0787264057944206, 1.160751455302787, 1.2490529134871253, 1.33474685514733, 1.4240493478921286, 1.5140989200292143, 1.5916056130009115, 1.6493665952134007, 1.735572524949211, 1.8097889737177442]"
47,"[380, 86, 699, 371, 747, 793, 777, 560, 191, 771]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0788603448896463, 1.160756373232918, -1.2490422954814113, -1.3337150402648583, -1.417851534273371, -1.4905906105497624, -1.573170255898986, -1.6504336535262636, -1.7209361376350945, -1.8326030500574653]"
48,"[105, 767, 273, 691, 330, 700, 771, 506, 800, 670]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0775583511346598, 1.1601209892612983, 1.2466611427675067, 1.329084931351751, 1.4006438310874192, 1.4930809621704864, 1.5586117455454078, 1.5972608438152727, 1.6292746638726494, 1.7046915052456624]"
49,"[820, 631, 130, 945, 627, 434, 189, 885, 489, 357]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0764704890149348, 1.158614977724241, 1.2446378893440004, 1.3274821112790403, 1.4086557338901176, 1.4618761027128464, 1.517117602593886, 1.5947119256308813, 1.6308755334216278, 1.6471432754779598]"
50,"[637, 191, 332, 399, 361, 227, 833, 989, 870, 27]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0788917107541875, 1.1629547585642892, 1.2443912332820004, 1.3285353733064735, 1.4107790878909685, 1.481381380710509, 1.5606629248292334, 1.644167203391204, 1.726995540352824, 1.8167813501889376]"
51,"[883, 403, 33, 680, 588, 693, 269, 326, 134, 310]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0786971743077212, 1.1603934359161787, 1.2451845120135583, 1.326324642658573, 1.4147632447301215, 1.4967566382800106, 1.5846080221411134, 1.695583115924784, 1.765772563594987, 1.8470097198930224]"
52,"[127, 627, 564, 898, 116, 64, 653, 322, 987, 633]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0785078208181875, 1.1604828176545678, 1.2344268452500926, 1.3090681340393748, 1.3792340154751066, 1.4671388324394445, 1.5224710483867079, -1.6060505803186909, -1.6879342233173569, -1.7725384010146517]"
