x,y
0.5000000000,0.9829113292
1.0000000000,0.9368283162
1.5000000000,0.8642407014
2.0000000000,0.7644775374
2.5000000000,0.6420416246
3.0000000000,0.5085503251
3.5000000000,0.3751446642
4.0000000000,0.2462096487
4.5000000000,0.1272677478
5.0000000000,0.0406883931
