run,indices,signs,weights,results
1,"[2902, 6810, 3148, 5062, 7718, 5757, 6416, 7591, 6108, 2220]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0783545070384266, 1.160762361558365, 1.2410619840580523, 1.3199791761254114, 1.3999300498529297, 1.4608114437389657, 1.5456560238989547, 1.604575521923952, 1.6552296327105698, 1.7554445467235813]"
2,"[2999, 8137, 2485, 2131, 3748, 629, 5511, 8186, 5056, 1114]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0789178812711184, 1.1615931880963717, 1.244788927701006, 1.3273460027389838, 1.4091719510944833, 1.4888673261000809, 1.5613785296387788, 1.6344386959830284, 1.7145445982937046, 1.833372482776431]"
3,"[6713, 8073, 5113, 8053, 513, 5400, 5963, 6258, 1925, 7773]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0776028836994633, 1.1595267151218631, 1.232924819371942, 1.322539038009169, 1.4142884060407879, 1.5067436513196382, 1.6003070119322427, -1.7133983494059333, -1.8217188437229535, -1.896649531948338]"
4,"[5951, 8087, 3754, 7580, 1560, 7811, 4699, 515, 908, 3411]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0787446923609356, 1.1639913440280631, 1.2497336491523712, 1.3350248975436658, 1.4239566772511016, 1.5166861992239988, 1.6156834128744366, 1.751623195305338, 1.8475459374111558, 1.970284395952281]"
5,"[378, 5519, 672, 1961, 4105, 6615, 8231, 7679, 4495, 780]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0673460334157994, 1.1360205560395666, 1.2092415409221517, 1.2837998179596832, 1.3598472591623871, 1.4297847395671393, -0.27651692959835833, -0.42764457950133317, -0.608338561313129, -0.802416936101936]"
6,"[55, 6256, 223, 4656, 7677, 101, 4491, 4619, 4331, 3098]","[1, 1, 1, 1, 1, -1, -1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, -1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0698544720879728, 1.1575568448730247, 1.2435261529052277, 1.334102718402961, 1.4231722090011025, -1.5227260351502039, 1.608203712559012, 1.7043515503817441, 1.8101998935478323, 1.935205357687295]"
7,"[2397, 2719, 5900, 1200, 4784, 5194, 2467, 2789, 4934, 453]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0759118051835406, 1.1616961159144503, 1.2441356290301346, 1.3380354620711823, 1.4328380672950825, 1.526640199970473, 1.6149935378444134, 1.6841097826835185, 1.7055517504879387, 1.7342706116998439]"
8,"[4536, 7066, 2295, 5611, 3356, 2601, 1176, 619, 3939, 15]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0795751882727815, 1.1611873845906113, 1.2381866909382335, 1.311135716367749, -1.3787126878167337, -1.453598165549632, -1.5650216638287147, -1.6671430669437015, -1.791360743467806, -1.9080800841731285]"
9,"[2597, 5599, 5919, 8079, 5162, 2550, 8089, 5736, 4348, 6834]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0788742207550197, 1.1649533534932093, 1.2525176032563745, 1.3450569202641307, 1.4256580682587896, 1.4822987217857353, 1.5272805830098823, 1.5906980280199132, 1.703992046605882, 1.8232339207659953]"
10,"[7195, 648, 6243, 3401, 4246, 2549, 1011, 5442, 5769, 7524]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0678097229577885, 1.140224840909235, 1.2159374131004848, 1.2907504097527234, 1.3647878625259835, 1.444833917237144, 1.5122300143900944, 1.58679666002061, 1.6167295496991736, 1.6932562572921075]"
11,"[4451, 1020, 6315, 7725, 3014, 8028, 3089, 4938, 3343, 5498]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0762843042828838, 1.1518206856388675, 1.2320703234026855, 1.3174118556807848, 1.3864565276176386, 1.4382741607721232, 1.511869130865511, -1.5679056552027155, -1.6306766746489305, -1.727549899580832]"
12,"[4121, 6855, 6705, 6222, 2282, 1531, 4042, 7666, 5250, 4526]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0778444572780352, 1.161849569832577, 1.242261249231835, 1.3207120221941053, 1.3830035381629409, 1.4341856073810297, 1.477947920642123, 1.5656657517262742, 1.652029340521499, 1.7493915470864776]"
13,"[6635, 6881, 166, 6543, 769, 1091, 3222, 6453, 1170, 2425]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0742413464595713, 1.1571411262363314, 1.2466771873558853, 1.340648579355537, 1.425067932594225, 1.4947805730221297, 1.5883551831197296, 1.6915407805261613, 1.8074897929271423, 1.8483182257629922]"
14,"[3697, 6627, 5026, 2501, 6026, 4102, 8048, 1391, 2707, 2892]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, -1.076227404947528, -1.155168318467666, -1.2371994076036863, -1.3190736286837876, -1.405318729642541, -1.4893052858475548, -1.5810260792128046, -1.6992056581657762, -1.8144360618452005, -1.8949063765002785]"
15,"[2763, 5247, 6570, 638, 5981, 4414, 5152, 1991, 452, 7953]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0794552463042473, 1.1594751778501726, 1.2308680558874947, 1.313398665921703, 1.3882759934934346, 1.4690925542152542, 1.5688731463398604, 1.6665038098163842, 1.7602971745547544, 1.8885431036308884]"
16,"[186, 2692, 1474, 2359, 8011, 4335, 195, 4690, 3068, 4633]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.078575202176286, 1.1592792953343438, 1.2415740715824022, 1.3335145501321815, 1.4105019066522402, 1.4878995566149862, 1.5417924177709232, 1.6231530535642413, 1.7004290332171204, 1.77772693986969]"
17,"[6624, 4483, 215, 5591, 7201, 7863, 2047, 2777, 6718, 4881]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0776451384146428, 1.160193507387136, 1.2461831472576606, 1.3299293852343321, 1.41171577273998, 1.5004072543165743, 1.5878462052240168, 1.6644716154698684, 1.7233567525301028, 1.8402855598103511]"
18,"[2623, 514, 5836, 82, 218, 1997, 7629, 7297, 5033, 1403]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0756962635487017, 1.156599159584704, 1.2320477622999375, -1.30588095897921, -1.3769408764556021, -1.4690189036829253, -1.5364183998008796, -1.61109648309222, -1.6800262764477103, -1.7853478899598243]"
19,"[4816, 3099, 3564, 7697, 5314, 2335, 6811, 1014, 8208, 7258]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0779472163130819, 1.1621205098877365, 1.2453666540368942, 1.334192562875066, 1.4126681208615006, 1.4742199904469353, 1.5376856892565485, 1.6449186521087231, 1.7873520513002805, 1.9287641099083823]"
20,"[6015, 296, 1547, 4918, 187, 6103, 5459, 3897, 262, 7122]","[-1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, -1.0820604580516013, -1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, -1.0780572760790492, -1.160618903183169, 1.2218658858578018, 1.3067623893990463, 1.3781790462923926, 1.439292562209356, 1.4740333067079698, 1.5726675332444846, 1.6751631301900036, 1.7955807390368208]"
21,"[3096, 4914, 3452, 2806, 4365, 4092, 3311, 2246, 2634, 4605]","[-1, 1, 1, 1, -1, -1, 1, 1, 1, 1]","[1, -1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, 1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, -0.0032396336861234758, -0.01129929029981616, -0.03791527665916639, -0.09310833276342687, 1.2596095716503197, -1.223301861050409, -1.2113401596308342, -1.2040624371326059, -1.2494452030616352, -1.2990905665351558]"
22,"[303, 3577, 6554, 743, 392, 7055, 4519, 5187, 3213, 4584]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0791978109392717, 1.1613927896767124, 1.246797074076763, -1.329336954118369, -1.4163549363205974, -1.4938280110673607, -1.5897279481081261, -1.66083578583181, -1.7145876616475124, -1.8012274336840488]"
23,"[4101, 1595, 7845, 3410, 422, 3402, 760, 7288, 1568, 548]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0793088570905056, 1.1599749036181144, 1.2389590331612146, 1.3179990780394992, 1.39292506134557, 1.451439042680871, 1.5520125470511055, 1.618310712883318, -1.7208600530502776, -1.9122737683696076]"
24,"[4923, 5582, 4033, 1392, 4325, 7408, 7253, 1481, 2453, 3206]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0744648836119706, 1.1494862626329876, 1.2354936312135252, 1.3239804962440025, 1.4048466032191729, 1.4846022012623428, 1.5377077461889954, 1.59324889432251, 1.685339117204761, 1.7748909994525466]"
25,"[7142, 2561, 4427, 7001, 5792, 358, 3940, 4859, 6503, 1502]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0728907765239923, 1.1580598434106655, 1.2364752272809876, 1.31427387836644, 1.39163539338253, 1.4796818971840597, 1.5348282491080463, 1.6059679017648782, 1.6593228195186087, 1.773567318654721]"
26,"[5376, 988, 4209, 6821, 4695, 461, 4873, 1143, 1913, 5656]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0791910322648581, 1.1640227060179973, 1.2520852666733762, 1.3386482436893394, 1.420779373006119, 1.5168224009794098, 1.5883099963545113, 1.6208286497051392, 1.679707285868541, 1.7580094995025946]"
27,"[7151, 8138, 7085, 3136, 5841, 7291, 2658, 118, 2237, 5281]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0729390921629407, 1.1441960138033813, 1.2185209228769498, 1.2792065189343027, 1.3653844302639795, 1.444587198934995, 1.5175835104592474, 1.599131776451275, -0.45956545199301985, -0.6854139095509405]"
28,"[1275, 644, 4043, 8184, 4105, 5398, 7120, 341, 569, 1685]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, -2.200469068654355]","[1, 1.0775207034706036, 1.1499083251716615, 1.2315833583928957, 1.3247445974304692, 1.407986004318108, 1.4826731476258548, 1.5639475000642344, 1.6442651651257432, 1.7376842047728176, -1.809609087906436]"
29,"[5886, 1885, 7849, 1404, 5404, 3465, 4878, 5876, 7158, 3380]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0797685702088429, 1.155919933869067, 1.2411883558057384, 1.3219747803563922, 1.3887604037290306, 1.4484553930251465, 1.5209120997858034, 1.6415536008059062, 1.6526634368000734, 1.7335171221640127]"
30,"[6907, 1444, 3155, 2233, 7838, 7720, 7447, 5935, 5588, 6397]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0727336139493941, 1.15275979411239, 1.2298358407947465, 1.2759168823054, 1.3856921403500435, 1.4546838109645517, 1.529464771174505, 1.5956605017734553, 1.668291149619444, 1.691698972621253]"
31,"[5564, 1646, 7251, 484, 6166, 7687, 5680, 2162, 8019, 4854]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0781626489863756, 1.1547503696641646, 1.2410517304283397, 1.3174871405372768, 1.3974192989311063, 1.4926898732651313, 1.5796397054809548, 1.6768070548683478, 1.778125957821182, 1.9073378229092697]"
32,"[5594, 6589, 5484, 3545, 3888, 7392, 6211, 5442, 6062, 152]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0778544193108317, 1.1590626733211098, 1.2436823918997453, 1.3292574114637241, 1.3991639107227307, 1.4729619618387844, 1.5434760198047026, 1.6437235825004934, 1.7594326255818507, 1.8616669984091714]"
33,"[1494, 1619, 2236, 1771, 8, 3512, 2081, 6158, 352, 7007]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0791201844074298, 1.1620780227588052, 1.2472320545331241, 1.328633717473316, 1.409880651976697, 1.4925164768549304, 1.545369944860323, 1.5879088997098612, 1.5614947473112308, 1.6521740939858924]"
34,"[670, 201, 459, 4260, 4724, 4822, 7207, 5933, 6656, 4097]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0793984315575527, 1.1584773260796235, 1.2413489650077172, -1.311514058844962, -1.3897209909397819, -1.4652306127688568, -1.5196349211609526, -1.5021507687458107, -1.4902493536239179, -1.4716601038538881]"
35,"[143, 6658, 4498, 2177, 7429, 4505, 7931, 2732, 2133, 1762]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0775449025563306, 1.1625569131672766, 1.249279277929419, 1.3403108743164047, 1.426400817712737, 1.5401323085714842, 1.6302105430739682, 1.7055673493923196, 1.7457753155551154, 1.7991506501931387]"
36,"[4765, 743, 2585, 1266, 5262, 244, 1682, 2570, 163, 2130]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0772264122351467, -1.1585278073879102, -1.2366445890522648, -1.3208603300341575, -1.395298368962607, -1.4524557059603425, -1.5292578098933378, -1.6187522804133263, -1.6871254714881145, -1.8061625921158075]"
37,"[6739, 5191, 7945, 7533, 2067, 1730, 1036, 2889, 552, 296]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0762041452352815, 1.1515914979596495, 1.2200263618018867, 1.2954980549697537, 1.3864011496214983, 1.4774273021830269, 1.5742914007227349, 1.6487342111435495, 1.7088817752905785, 1.7446643684885574]"
38,"[7967, 2928, 7524, 2790, 8125, 6176, 34, 3854, 266, 945]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, -1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0768250536656696, -1.156153729984024, -1.2417957343066746, -1.3277224492223683, -1.4101602545740013, -1.4890370621168818, -1.5531162788240933, -1.6084680904902857, -1.711692250061506, -1.8213379109921826]"
39,"[6222, 4995, 789, 1682, 4130, 5394, 4022, 5896, 3168, 986]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.078145257681528, 1.1610828910946216, 1.2444784866983138, 1.3290283055065968, 1.4191838227158788, 1.4847644569578213, 1.5591537693475686, 1.6494831119681757, 1.7192030768944646, 1.7760291748221737]"
40,"[657, 3744, 5956, 6692, 8116, 5827, 2118, 6273, 2391, 367]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0784637741130068, 1.159346843656986, 1.2471789959313486, 1.3252620137402527, 1.409576524651301, 1.4850723911531647, 1.541038371639985, -1.5743265475709396, -1.613923606207544, -1.759713641545265]"
41,"[7647, 869, 3283, 2762, 1193, 124, 2616, 5341, 6011, 4983]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0786382181500294, 1.1630880040638982, 1.2505342144286349, 1.3376596494116422, 1.4172406546376224, 1.4868742580338588, 1.5636331032564263, 1.6263812784440903, 1.7107690257626587, 1.7420845618786651]"
42,"[5445, 5693, 3029, 2201, 6574, 694, 4780, 875, 2178, 1311]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0782121154969344, 1.1601017233049022, -1.2442506337921146, -1.3253583901431987, -1.3972506118170098, -1.4706723640772696, -1.504991550154352, -1.572920748389331, -1.6646894237026215, -1.7569801277269026]"
43,"[2089, 4200, 2526, 7288, 7771, 2327, 380, 6798, 1518, 6034]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0805180077019738, 1.1586090881217284, 1.2441408180722728, 1.3244957644002189, 1.4017148169863423, 1.474855416295914, -1.5597859408090144, -1.6560430602050407, -1.7003204607906, -1.7649317862527791]"
44,"[793, 2914, 6629, 3036, 990, 4569, 3625, 4876, 3852, 119]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0790568205269644, 1.1575344792542648, 1.2411711662749108, 1.326203592884782, 1.3964832263389086, 1.4693080348164316, 1.5657816793660417, 1.691708756780387, 1.7434429651301122, 1.8409019918303475]"
45,"[365, 2738, 8145, 1135, 6811, 309, 720, 7032, 8030, 8056]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.079121404079332, 1.1628078364000745, 1.2474745865420236, 1.3273053347040271, 1.407691902755106, 1.4615796967011732, 1.533834880655583, 1.6137239825763383, 1.6407310699765576, 1.678926226532546]"
46,"[749, 4192, 7250, 3175, 906, 7741, 5970, 2352, 3697, 3695]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.0775258938106849, 1.1628896733194505, 1.2472362523957485, 1.3340482986015794, 1.41606324225414, 1.5038734843634514, 1.5946882130570699, 1.667425664477164, -1.7656471183439035, -1.8763516960603084]"
47,"[2476, 1437, 4652, 6031, 3328, 5074, 181, 4858, 3392, 6246]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0751509685789666, 1.1598244307474441, 1.243858216715632, 1.3368176370358817, 1.4243004070365846, 1.5050024381232445, 1.6017912221486206, 1.7094696670612826, 1.798358924378409, 1.8978657705034292]"
48,"[8172, 5968, 4466, 1457, 3886, 375, 1532, 6843, 6251, 3304]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0796313747173705, 1.164317052901979, 1.2514190484732834, 1.3326321331169515, 1.4063159489224224, 1.4879280627007285, 1.54156550445744, 1.6166520462294676, 1.7025053426635322, 1.858462910559445]"
49,"[329, 3207, 356, 2901, 5035, 2507, 2140, 6977, 7500, 2287]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, -1.266935718940929, -1.3709010443591547, -1.483397812002685, -1.6051261159283667, -1.7368435002320355, -1.8793696734250234, -2.033591609674569, -2.200469068654355]","[1, 1.077163311683387, 1.1579953135681265, -1.2478080942542307, -1.336055945543084, -1.422340652466884, -1.5202827000593762, -1.6296349579132332, -1.747587298737582, -1.881558965061106, -2.001884039889885]"
50,"[4015, 7484, 1532, 4835, 4081, 1965, 7799, 2952, 1717, 3349]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0820604580516013, 1.1708548348788401, 1.266935718940929, 1.3709010443591547, 1.483397812002685, 1.6051261159283667, 1.7368435002320355, 1.8793696734250234, 2.033591609674569, 2.200469068654355]","[1, 1.0783680987650552, 1.1624269847606987, 1.2465858261503957, 1.3317265218412317, 1.421413742395266, 1.492351041706667, 1.5795328370914614, 1.6524725153190176, 1.7022007635425669, 1.7923646052640403]"
