trotter1,trotter2,TEPAI
[6721.0],[7011.0],"[np.float64(66.50082486397882), np.float64(133.00164972795764), np.float64(199.50247459193645), np.float64(266.0032994559153), np.float64(332.5041243198941), np.float64(399.0049491838729), np.float64(465.50577404785173), np.float64(532.0065989118306), np.float64(598.5074237758093), np.float64(665.0082486397882)]"
