x,y,z,l
0.2,2,512,168
0.4,4,1024,2368
0.6000000000000001,4,1024,3392
0.8,4,1024,4416
1.0,4,1024,5440
1.2,4,1024,6464
1.4000000000000001,4,1024,7488
1.6,4,1024,8512
1.8,4,1024,9536
2.0,4,1024,10560
2.2,4,1024,11584
2.4000000000000004,4,1024,12608
2.6000000000000005,4,1024,13632
2.8000000000000003,4,1024,14656
3.0000000000000004,4,1024,15680
3.2,4,1024,16704
3.4000000000000004,4,1024,17728
3.6000000000000005,4,1024,18752
3.8000000000000003,4,1024,19776
4.0,4,1024,20800
4.2,4,1024,21824
4.4,4,1024,22848
4.6000000000000005,4,1024,23872
4.800000000000001,4,1024,24896
5.000000000000001,4,1024,25920
5.2,4,1024,26944
5.4,4,1024,27968
5.6000000000000005,4,1024,28992
5.800000000000001,4,1024,30016
6.000000000000001,4,1024,31040
6.2,4,1024,32064
6.4,4,1024,33088
6.6000000000000005,4,1024,34112
6.800000000000001,4,1024,35136
7.000000000000001,4,1024,36160
7.2,4,1024,37184
7.4,4,1024,38208
7.6000000000000005,4,1024,39232
7.800000000000001,4,1024,40256
8.0,4,1024,41280
8.2,4,1024,42304
8.4,4,1024,43328
8.6,4,1024,44352
8.799999999999999,4,1024,45376
9.0,4,1024,46400
9.2,4,1024,47424
9.4,4,1024,48448
9.6,4,1024,49472
9.8,4,1024,50496
10.0,4,1024,51520
