x,y,z,l
1.0,4,1024,10496
2.0,4,1024,20736
3.0,4,1024,30976
4.0,4,1024,41216
5.0,4,1024,51456
6.0,4,1024,61696
7.0,4,1024,71936
8.0,4,1024,82176
9.0,4,1024,92416
10.0,4,1024,102656
