x,y,z,l
0.2,4,1024,2368
0.4,4,1024,4416
0.6000000000000001,4,1024,6464
0.8,4,1024,8512
1.0,4,1024,10560
1.2,4,1024,12608
1.4000000000000001,4,1024,14656
1.6,4,1024,16704
1.8,4,1024,18752
2.0,4,1024,20800
2.2,4,1024,22848
2.4000000000000004,4,1024,24896
2.6000000000000005,4,1024,26944
2.8000000000000003,4,1024,28992
3.0000000000000004,4,1024,31040
3.2,4,1024,33088
3.4000000000000004,4,1024,35136
3.6000000000000005,4,1024,37184
3.8000000000000003,4,1024,39232
4.0,4,1024,41280
4.2,4,1024,43328
4.4,4,1024,45376
4.6000000000000005,4,1024,47424
4.800000000000001,4,1024,49472
5.000000000000001,4,1024,51520
5.2,4,1024,53568
5.4,4,1024,55616
5.6000000000000005,4,1024,57664
5.800000000000001,4,1024,59712
6.000000000000001,4,1024,61760
6.2,4,1024,63808
6.4,4,1024,65856
6.6000000000000005,4,1024,67904
6.800000000000001,4,1024,69952
7.000000000000001,4,1024,72000
7.2,4,1024,74048
7.4,4,1024,76096
7.6000000000000005,4,1024,78144
7.800000000000001,4,1024,80192
8.0,4,1024,82240
8.2,4,1024,84288
8.4,4,1024,86336
8.6,4,1024,88384
8.799999999999999,4,1024,90432
9.0,4,1024,92480
9.2,4,1024,94528
9.4,4,1024,96576
9.6,4,1024,98624
9.8,4,1024,100672
10.0,4,1024,102720
