x,y
0.0,1
0.2,0.9969771126684035
0.4,0.9876526555454462
0.6000000000000001,0.9714203134131706
0.8,0.947760025580948
1.0,0.9167023182310984
1.2000000000000002,0.87906907013819
1.4000000000000001,0.8363867438239692
1.6,0.7905541598005188
1.8,0.7434609484707622
2.0,0.696734007051816
2.2,0.65166831196614
2.4000000000000004,0.6092695066762484
2.6,0.5702873158600738
2.8000000000000003,0.5351734615342674
3.0,0.504001568343116
3.2,0.4764536751935859
3.4000000000000004,0.45195468067722633
3.6,0.42993830331914457
3.8000000000000003,0.4101272810558267
4.0,0.3926800677683959
4.2,0.37811966565926286
4.4,0.36707661396648794
4.6000000000000005,0.3599737140857801
4.800000000000001,0.3567996809883742
5.0,0.3570603462028087
5.2,0.35990451150874536
5.4,0.36435283539110863
5.6000000000000005,0.369540380370563
5.800000000000001,0.3749054680922229
6.0,0.38028813878288054
6.2,0.38592027205468593
6.4,0.392301352534586
6.6000000000000005,0.3999775261743642
6.800000000000001,0.40928284159756306
7.0,0.4201387669087666
7.2,0.4320049544684251
7.4,0.44401232596083684
7.6000000000000005,0.4552130263503704
7.800000000000001,0.46481030201086393
8.0,0.47224062473220074
8.200000000000001,0.4770774825439208
8.4,0.47885496777882675
8.6,0.4769817996055759
8.8,0.4708734126630486
9.0,0.46028704355035194
9.200000000000001,0.44569036039101134
9.4,0.4284331831543404
9.600000000000001,0.4105745362347097
9.8,0.3944007583070834
10.0,0.38184271055196023
