x,y,z
3.0,29.8,1.283346069562317619064398152E+29
3.1,31.5,2.213300447251688765286367887E+29
3.2,32.1,2.980561424953325054956299878E+29
3.3,33.5,4.511542392129218011323590247E+29
3.4,34.8,7.062004598768735992147114721E+29
3.5,35.7,9.729450917459581159766543564E+29
3.6,36.5,1.278229386165608119249278075E+30
3.7,38.2,1.806726814754725150045463642E+30
3.8,39.6,2.607849862683253927929433818E+30
3.9,40.9,3.954971465297110812219722957E+30
