x,y,z,l
0.1,3,59719680,11097
0.2,4,159252480,51904
0.3,5,331776000,151375
0.4,5,921600000,201375
0.5,6,1843200000,434376
0.6,7,4954521600,826973
0.7,8,10569646080,1439232
0.7999999999999999,9,20808990720,2340819
0.8999999999999999,10,29360128000,3611000
0.9999999999999999,11,32296140800,5338641
1.0999999999999999,12,43599790080,7622208
1.2,12,48444211200,8313408
1.3,12,48444211200,9004608
1.4,12,66437775360,9695808
1.5,12,66437775360,10387008
1.5999999999999999,13,77972111360,14084967
1.7,13,77972111360,14963767
1.8,14,98650030080,19786984
1.9,14,98650030080,20884584
2.0,15,114504499200,27037125
2.0999999999999996,15,123312537600,28387125
2.1999999999999997,16,140928614400,36089856
2.3,16,140928614400,37728256
2.4,17,160432128000,47218843
2.5,18,169869312000,58384152
2.6,18,169869312000,60716952
2.6999999999999997,19,204010946560,74152649
2.8,19,204010946560,76896249
2.9,19,204010946560,79639849
3.0,20,214748364800,96088000
3.0999999999999996,21,225485783040,114938271
3.1999999999999997,23,246960619520,155871437
3.3,22,236223201280,140670728
3.4,23,246960619520,165605037
3.5,24,257698037760,193688064
3.5999999999999996,24,257698037760,199217664
3.6999999999999997,25,268435456000,231421875
3.8,26,279172874240,267348536
3.9,26,279172874240,274378936
4.0,28,300647710720,351473472
