x,y
0.1,0.999249622341049
0.2,0.9969972268565725
0.3,0.9932379202160648
0.4,0.9879616345464582
0.5,0.9811512540936099
0.6,0.9727806911255441
0.7,0.9628134916032665
0.7999999999999999,0.9512025608866357
0.8999999999999999,0.937891518529752
0.9999999999999999,0.9228180303663249
1.0999999999999999,0.9059192418068132
1.2,0.887139175572133
1.3,0.8664376922458521
1.4,0.8438003753029673
1.5,0.8192485209709803
1.5999999999999999,0.7928483118613715
1.7,0.764718244237
1.8,0.735033966307761
1.9,0.7040298622815803
2.0,0.6719969670372301
2.0999999999999996,0.6392770927232709
2.1999999999999997,0.6062533657758162
2.3,0.573337676798469
2.4,0.5409558066365364
2.5,0.5095311879408674
2.6,0.47946837242628965
2.6999999999999997,0.4511372933139565
2.8,0.42485934074019216
2.9,0.400896112650044
3.0,0.37944148383077064
3.0999999999999996,0.36061737192696663
3.1999999999999997,0.3444732954624625
3.3,0.3309895420964146
3.4,0.3200835190091929
3.5,0.31161866023400164
3.5999999999999996,0.3054151335459657
3.6999999999999997,0.3012615292403258
3.8,0.29892672481915883
3.9,0.2981711968669324
4.0,0.2987571820029915
