x,y,z
0.1,5.7,1276706816.0
0.2,7.0,5843582976.0
0.30000000000000004,7.3,7733051392.0
0.4,7.9,12319195136.0
0.5,8.3,16358178816.0
0.6,9.0,22980067328.0
0.7000000000000001,9.6,27381596160.0
0.8,10.7,35625500672.0
0.9,11.4,45717913600.0
1.0,12.0,57931726848.0
