x,y,z
2.0,19,191260262400
2.3,21,225485783040
2.6,23,246960619520
2.9,25,268435456000
3.2,27,289910292480
3.5,29,311385128960
3.8,31,332859965440
4.1,32,343597383680
4.4,32,343597383680
4.699999999999999,32,343597383680
