x,y,z,l
1.0,12,2169804593037312000000,1276992
2.0,25,5944891699984764764160000,22796875
3.0,40,510122895939897959802470400,139456000
4.0,61,9231389063087415083201986560,658017919
5.0,90,73963554528514443899264040960,2638251000
6.0,129,466374971414070256509659381760,9314483571
7.0,162,1197925276254106200747427233792,21508480152
8.0,201,2175434269323541824035063070720,46928953179
9.0,240,3356884297378273273900852838400,89842176000
10.0,274,4567960663799735353558765142016,148500778456
