x,y,z,l
1.0,4,1024,10560
2.0,4,1024,20800
3.0,4,1024,31040
4.0,4,1024,41280
5.0,4,1024,51520
6.0,4,1024,61760
7.0,4,1024,72000
8.0,4,1024,82240
9.0,4,1024,92480
10.0,4,1024,102720
