x,y,z
1.0,10.0,28626124800
1.1,11.0,35452354560
1.2,11.666666666666666,42792386560
1.3,12.0,53519319040
1.4,12.0,59055800320
1.5,12.0,60901294080
1.6,12.0,64592281600
1.7000000000000002,12.666666666666666,72128047786.66666666666666667
1.8,13.0,73973541546.66666666666666667
1.9,13.0,77972111360
2.0,13.0,85060485120
2.1,13.666666666666666,96874441386.66666666666666667
2.2,14.333333333333334,112155688960
2.3,15.0,123312537600
2.4000000000000004,15.333333333333334,126052816213.3333333333333333
2.5,15.666666666666666,135056588800
2.6,16.333333333333332,150785228800
2.7,17.0,160432128000
2.8,17.666666666666668,174063616000
2.9000000000000004,18.0,185220464640
