x,y
0.0,1
0.1,0.9992498612449976
0.2,0.9970011156768233
0.30000000000000004,0.9932576320636802
0.4,0.9880236948462928
0.5,0.9813016632499302
0.6000000000000001,0.9730892891690992
0.7000000000000001,0.9633771867101748
0.8,0.9521469613060318
0.9,0.9393704639336284
1.0,0.9250105461521727
1.1,0.9090235680226368
1.2000000000000002,0.8913637601451342
1.3,0.8719893667292012
1.4000000000000001,0.850870306438001
1.5,0.8279968919049758
1.6,0.8033889622747103
1.7000000000000002,0.7771046390632713
1.8,0.7492478405118982
1.9000000000000001,0.7199737094984339
2.0,0.6894912364559916
2.1,0.6580625821845045
2.2,0.6259988976062663
2.3000000000000003,0.5936527558598312
2.4000000000000004,0.5614076107944874
2.5,0.5296649367501315
2.6,0.501170134895822
2.7,0.5307037906700698
2.8000000000000003,0.5585682271264121
2.9000000000000004,0.5844352192137168
3.0,0.608027816669563
3.1,0.6291295424585894
3.2,0.6475906167805507
3.3000000000000003,0.663330908429927
3.4000000000000004,0.6763395212135208
3.5,0.6866711475262058
3.6,0.6944395447685123
3.7,0.6998086865405871
3.8000000000000003,0.7029822824149642
3.9000000000000004,0.7041924279592774
4.0,0.703688134387089
