snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
2.000000000000000111e-01,9.945818687506645661e-01
4.000000000000000222e-01,9.645649851976680900e-01
6.000000000000000888e-01,9.249130738302570043e-01
8.000000000000000444e-01,9.134026676270781131e-01
1.000000000000000000e+00,9.086736893728832865e-01
1.200000000000000178e+00,8.699811252935485406e-01
1.400000000000000133e+00,8.088789526157800225e-01
1.600000000000000089e+00,7.594292708713460405e-01
1.800000000000000044e+00,7.263999374260057262e-01
2.000000000000000000e+00,6.965631839015268278e-01
