x,y,z
3.1,30,118881339310080000
3.2,30,460453355999723520000
3.3000000000000003,31,92858093459944243200000
3.4,33,2396583145950196373913600
3.5,33,32482869253015112515584000
3.6,33,150632773528464654336000000
3.7,34,1032028472946887516749824000
3.8000000000000003,34,16840935312918514237440000000
3.9,35,78844985132022934758657884160
4.0,36,393546852768180036436387430400
