x,y,N
0.0,1.0,
0.1,0.9999999999999999,1
0.2,0.9771455857731021,1
0.30000000000000004,0.9057820203389496,6
0.4,0.7786011689853416,7
0.5,0.6056540359179227,8
0.6000000000000001,0.43720627173577314,8
0.7000000000000001,0.33084289836085123,9
0.8,0.2985990831468597,9
0.9,0.3106530014364336,9
1.0,0.33696113825226315,9
