trotter1,trotter2,TEPAI
"[2296.9, 4593.8, 6890.700000000001, 9187.6, 11484.5, 13781.400000000001, 16078.300000000001, 18375.2, 20672.100000000002, 22969.0]","[4001.1, 8002.2, 12003.3, 16004.4, 20005.5, 24006.6, 28007.7, 32008.8, 36009.9, 40011.0]","[226.88839303906494, 453.7767860781299, 680.6651791171948, 907.5535721562597, 1134.4419651953247, 1361.3303582343897, 1588.2187512734545, 1815.1071443125195, 2041.9955373515845, 2268.8839303906493]"
