x,y,z
0.11,3,41472
0.12,3,41472
0.13,4,55296
0.14,4,55296
0.15000000000000002,4,55296
0.16,4,55296
0.17,4,55296
0.18,4,55296
0.19,4,55296
0.2,4,55296
