x,y,errorbars
0.1,0.9992507793746084,0.0
0.11,0.99909861239716,0.00014293486167631255
0.12000000000000001,0.9989284553441969,0.0001860240471811986
0.13,0.9987397051281235,0.0002120562235177085
0.14,0.9985685164959699,0.00025558091079161914
0.15000000000000002,0.9983019629665556,0.00021660332162704173
0.16,0.9981356617464794,0.0002597661755331838
0.17,0.9978221232132919,0.0003502551513346924
0.18,0.9975497050651605,0.0004235574780774891
0.19,0.9974102103170497,0.0005434114137608436
0.2,0.9970632083537694,0.0005874419809789155
