snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
5.000000000000000000e-01,9.813926722577495099e-01
1.000000000000000000e+00,9.274404113954299866e-01
1.500000000000000000e+00,8.428735715293673714e-01
2.000000000000000000e+00,7.328478792279131682e-01
2.500000000000000000e+00,6.039104545325352236e-01
3.000000000000000000e+00,4.674090909843815478e-01
3.500000000000000000e+00,3.352094883814922266e-01
4.000000000000000000e+00,2.151574777675724914e-01
4.500000000000000000e+00,1.139748640272924551e-01
5.000000000000000000e+00,4.112900173247480140e-02
