x,y
0.5,0.9811664746127873
1.0,0.9240772522603349
1.5,0.8294833349588385
2.0,0.7051602449075933
2.5,0.569432525869845
3.0,0.4477319313096954
3.5,0.362950651073843
4.0,0.3260865325973474
4.5,0.33360722619862127
5.0,0.3719968042058025
