x,y,errorbars
0.1,1.0,0.0
0.19,0.9991703664832032,0.0002358682097986269
0.28,0.9967453671902142,0.0006610046314299888
0.37,0.9928238526161763,0.001005012558003885
0.45999999999999996,0.9874664199328625,0.0013649742278925218
0.5499999999999999,0.98106449883926,0.00214354734344744
0.64,0.972742989507233,0.0028355342937938224
0.73,0.9630217398485614,0.0030609065908405882
0.82,0.9520716144561092,0.003190858644292341
0.9099999999999999,0.9388077518069522,0.004976072855776056
1.0,0.7397057091350489,0.5559799008985042
