x,y,z,l
3.1,30,183772891938481720145215488000,238167000
3.2,30,183772891938481720145215488000,259767000
3.3000000000000003,31,285055157311469832907417190400,310452011
3.4,33,368735280232382145119146475520,403249077
3.5,33,370933348207400210884932403200,431998677
3.6,33,456624822958578821013228748800,460748277
3.7,34,696967722367205266946418278400,535359784
3.8000000000000003,34,798647363561359881487672934400,566802984
3.9,35,1076769413727166415241216000000,652600375
4.0,36,1409589050697381489043046400000,747475776
