x,y,z,l
0.5,7,298441989999820800000,281603
1.0,12,471708285844334837760000,2801088
1.5,16,45100182103359825641472000,9916416
2.0,23,1151297875214480619601920000,39189907
2.5,28,72339472139581799792640000000,88268992
3.0,35,859287615968262070311321600000,206700375
3.5,42,5059894518960880284912844800000,416448648
4.0,54,49653485483209361721309265920000,1011076344
4.5,65,217437042136488615082085842944000,1983067125
5.0,81,830921873467585154512776383692800,4262688261
