x,y,z,l
3.1,32,141132999582476437809835345381132256238073855690453147527257288627981842774554901806186542196741387373028594045098502331752116080397516800000000000000000000000000000000,1445101568
3.2,32,344066492612418616131009616463237152584649042759260157827242306871482384974964025287163363155632748192306377314027614257453658690938522828800000000000000000000000000000,1576173568
3.3000000000000003,34,5020016286864645090523908869390471171991171147123332412582115590824320296246804392976813672136148485860246050325500861301032296516302026047488000000000000000000000000000,2047777704
3.4,34,13225443210201137735470071152023599946631147880430267782259804790512212001731991880110107923491746308409585263552573460152645099772015091384320000000000000000000000000000,2204993704
3.5,33,28545175827313387522257588834437028470001098708668953590829550959909058085965048543759461039941428483707944394363133445660360549621091532800000000000000000000000000000000,2159849637
3.6,33,84053262794646645420477680558297716570907038682011616151880639461132344785366345168944446819050573051383325815606435852391069256282800128000000000000000000000000000000000,2303597637
3.7,35,697035816530588265552649521617711458143673319263837397874136270745377903794192180688741597469873235705499623576798737935497795416379732551899545600000000000000000000000000,2919830375
3.8000000000000003,36,399418943576903447950223006270062664353146609579677676061055954812604280227205230403146849805536018027848091380763573370653469061741285271692362374971392000000000000000000000,3363944256
3.9,34,12479707693296844564909925903470405897493609542723311959503737238683478110095898671379542750378368161723646170660489957371210462969608226356592640000000000000000000000000000,2991073704
4.0,34,41590206081276274703868801346857482566148969383828968837693162218446611716716910545957763856923552183114842732028910774221291246803997674973429760000000000000000000000000000,3148289704
