x,y
0.2,0.9969974315112264
0.4,0.9879679671077268
0.6000000000000001,0.9728511667300328
0.8,0.9515805233375618
1.0,0.9241380173459054
1.2,0.8906214508265122
1.4000000000000001,0.8513148315175237
1.6,0.8067500662861844
1.8,0.757747953930872
2.0,0.7054284428806842
2.2,0.6511842221154339
2.4000000000000004,0.5966171733899989
2.6000000000000005,0.5434430662126942
2.8000000000000003,0.49337506205793125
3.0000000000000004,0.44800028652949536
3.2,0.4086651769985553
3.4000000000000004,0.376384139781625
3.6000000000000005,0.3517822994397056
3.8000000000000003,0.33507744110605076
4.0,0.3260999464497727
4.2,0.32434395164688284
4.4,0.32903924736527623
4.6000000000000005,0.33923204401463414
4.800000000000001,0.3538635749381769
5.000000000000001,0.37183809459569983
5.2,0.3920754415046653
5.4,0.4135471786847992
5.6000000000000005,0.4352985795971108
5.800000000000001,0.456460771927062
6.000000000000001,0.47625788504732336
6.2,0.4940133106689216
6.4,0.5091576976093397
6.6000000000000005,0.5212396413765258
6.800000000000001,0.5299385499711923
7.000000000000001,0.5350779604228927
7.2,0.5366366726761789
7.4,0.5347546256632835
7.6000000000000005,0.529730739731034
7.800000000000001,0.5220110728191906
8.0,0.5121673188464159
8.2,0.5008672891736854
8.4,0.488839992478098
8.6,0.47683806637728865
8.799999999999999,0.4655998491264718
9.0,0.45581274222322976
9.2,0.44807906171376577
9.4,0.44288545445981803
9.6,0.44057712743223726
9.8,0.4413384301597216
10.0,0.44518150389680744
